CPT,FLEX,FLEX,FLEX,FLEX,FLEX,,Instructions
,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,TE,Devin Asiasi (24641508),Devin Asiasi,24641508,CPT,300,CIN@BAL 10/09/2022 09:50PM ET,CIN,0
,,,,,,,RB,Gus Edwards (24641509),Gus Edwards,24641509,CPT,300,CIN@BAL 10/09/2022 09:50PM ET,BAL,0
,,,,,,,WR,Mike Thomas (24641510),Mike Thomas,24641510,CPT,300,CIN@BAL 10/09/2022 09:50PM ET,CIN,0.88
,,,,,,,WR,James Proche II (24641511),James Proche II,24641511,CPT,300,CIN@BAL 10/09/2022 09:50PM ET,BAL,0
,,,,,,,RB,Trayveon Williams (24641512),Trayveon Williams,24641512,CPT,300,CIN@BAL 10/09/2022 09:50PM ET,CIN,0
,,,,,,,WR,Stanley Morgan (24641513),Stanley Morgan,24641513,CPT,300,CIN@BAL 10/09/2022 09:50PM ET,CIN,0
,,,,,,,RB,Tyler Badie (24641514),Tyler Badie,24641514,CPT,300,CIN@BAL 10/09/2022 09:50PM ET,BAL,0
,,,,,,,WR,Raleigh Webb (24641515),Raleigh Webb,24641515,CPT,300,CIN@BAL 10/09/2022 09:50PM ET,BAL,0
,,,,,,,TE,Charlie Kolar (24641516),Charlie Kolar,24641516,CPT,300,CIN@BAL 10/09/2022 09:50PM ET,BAL,0
,,,,,,,TE,Drew Sample (24641517),Drew Sample,24641517,CPT,300,CIN@BAL 10/09/2022 09:50PM ET,CIN,0.9
,,,,,,,RB,Ricky Person Jr. (24641518),Ricky Person Jr.,24641518,CPT,300,CIN@BAL 10/09/2022 09:50PM ET,BAL,0
,,,,,,,WR,Slade Bolden (24641519),Slade Bolden,24641519,CPT,300,CIN@BAL 10/09/2022 09:50PM ET,BAL,0
,,,,,,,WR,Tylan Wallace (24641520),Tylan Wallace,24641520,CPT,300,CIN@BAL 10/09/2022 09:50PM ET,BAL,0.48
,,,,,,,RB,Chris Evans (24641560),Chris Evans,24641560,FLEX,200,CIN@BAL 10/09/2022 09:50PM ET,CIN,0.35
,,,,,,,RB,Elijah Holyfield (24641573),Elijah Holyfield,24641573,FLEX,200,CIN@BAL 10/09/2022 09:50PM ET,CIN,0
,,,,,,,WR,Bailey Gaither (24641556),Bailey Gaither,24641556,FLEX,200,CIN@BAL 10/09/2022 09:50PM ET,BAL,0
,,,,,,,TE,Nick Bowers (24641571),Nick Bowers,24641571,FLEX,200,CIN@BAL 10/09/2022 09:50PM ET,CIN,0
,,,,,,,WR,Binjimen Victor (24641563),Binjimen Victor,24641563,FLEX,200,CIN@BAL 10/09/2022 09:50PM ET,BAL,0
,,,,,,,TE,Cal Adomitis (24641550),Cal Adomitis,24641550,FLEX,200,CIN@BAL 10/09/2022 09:50PM ET,CIN,0
,,,,,,,WR,Trenton Irwin (24641548),Trenton Irwin,24641548,FLEX,200,CIN@BAL 10/09/2022 09:50PM ET,CIN,0
,,,,,,,RB,Ben Mason (24641555),Ben Mason,24641555,FLEX,200,CIN@BAL 10/09/2022 09:50PM ET,BAL,0
,,,,,,,TE,Clark Harris (24641569),Clark Harris,24641569,FLEX,200,CIN@BAL 10/09/2022 09:50PM ET,CIN,0
,,,,,,,WR,Trent Taylor (24641561),Trent Taylor,24641561,FLEX,200,CIN@BAL 10/09/2022 09:50PM ET,CIN,0
,,,,,,,TE,Josh Oliver (24641562),Josh Oliver,24641562,FLEX,200,CIN@BAL 10/09/2022 09:50PM ET,BAL,2.2
,,,,,,,WR,Kwamie Lassiter II (24641552),Kwamie Lassiter II,24641552,FLEX,200,CIN@BAL 10/09/2022 09:50PM ET,CIN,0
,,,,,,,TE,Mitchell Wilcox (24641568),Mitchell Wilcox,24641568,FLEX,200,CIN@BAL 10/09/2022 09:50PM ET,CIN,1.5
,,,,,,,TE,Devin Asiasi (24641565),Devin Asiasi,24641565,FLEX,200,CIN@BAL 10/09/2022 09:50PM ET,CIN,0
,,,,,,,RB,Gus Edwards (24641549),Gus Edwards,24641549,FLEX,200,CIN@BAL 10/09/2022 09:50PM ET,BAL,0
,,,,,,,WR,Mike Thomas (24641558),Mike Thomas,24641558,FLEX,200,CIN@BAL 10/09/2022 09:50PM ET,CIN,0.88
,,,,,,,WR,James Proche II (24641572),James Proche II,24641572,FLEX,200,CIN@BAL 10/09/2022 09:50PM ET,BAL,0
,,,,,,,RB,Trayveon Williams (24641557),Trayveon Williams,24641557,FLEX,200,CIN@BAL 10/09/2022 09:50PM ET,CIN,0
,,,,,,,WR,Stanley Morgan (24641551),Stanley Morgan,24641551,FLEX,200,CIN@BAL 10/09/2022 09:50PM ET,CIN,0
,,,,,,,RB,Tyler Badie (24641570),Tyler Badie,24641570,FLEX,200,CIN@BAL 10/09/2022 09:50PM ET,BAL,0
,,,,,,,WR,Raleigh Webb (24641564),Raleigh Webb,24641564,FLEX,200,CIN@BAL 10/09/2022 09:50PM ET,BAL,0
,,,,,,,TE,Charlie Kolar (24641567),Charlie Kolar,24641567,FLEX,200,CIN@BAL 10/09/2022 09:50PM ET,BAL,0
,,,,,,,TE,Drew Sample (24641559),Drew Sample,24641559,FLEX,200,CIN@BAL 10/09/2022 09:50PM ET,CIN,0.9
,,,,,,,RB,Ricky Person Jr. (24641554),Ricky Person Jr.,24641554,FLEX,200,CIN@BAL 10/09/2022 09:50PM ET,BAL,0
,,,,,,,WR,Slade Bolden (24641553),Slade Bolden,24641553,FLEX,200,CIN@BAL 10/09/2022 09:50PM ET,BAL,0
,,,,,,,WR,Tylan Wallace (24641566),Tylan Wallace,24641566,FLEX,200,CIN@BAL 10/09/2022 09:50PM ET,BAL,0.48
