CPT,FLEX,FLEX,FLEX,FLEX,FLEX,,Instructions
,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,QB,Jalen Hurts (24770443),Jalen Hurts,24770443,CPT,17700,DAL@PHI 10/16/2022 09:50PM ET,PHI,27.39
,,,,,,,WR,A.J. Brown (24770444),A.J. Brown,24770444,CPT,15900,DAL@PHI 10/16/2022 09:50PM ET,PHI,16.12
,,,,,,,WR,CeeDee Lamb (24770445),CeeDee Lamb,24770445,CPT,14700,DAL@PHI 10/16/2022 09:50PM ET,DAL,14.94
,,,,,,,QB,Cooper Rush (24770446),Cooper Rush,24770446,CPT,14100,DAL@PHI 10/16/2022 09:50PM ET,DAL,10.03
,,,,,,,RB,Miles Sanders (24770447),Miles Sanders,24770447,CPT,12600,DAL@PHI 10/16/2022 09:50PM ET,PHI,15.3
,,,,,,,RB,Ezekiel Elliott (24770448),Ezekiel Elliott,24770448,CPT,12300,DAL@PHI 10/16/2022 09:50PM ET,DAL,8.84
,,,,,,,RB,Tony Pollard (24770449),Tony Pollard,24770449,CPT,12000,DAL@PHI 10/16/2022 09:50PM ET,DAL,10.78
,,,,,,,QB,Jalen Hurts (24770492),Jalen Hurts,24770492,FLEX,11800,DAL@PHI 10/16/2022 09:50PM ET,PHI,27.39
,,,,,,,WR,DeVonta Smith (24770450),DeVonta Smith,24770450,CPT,11100,DAL@PHI 10/16/2022 09:50PM ET,PHI,14.46
,,,,,,,WR,A.J. Brown (24770493),A.J. Brown,24770493,FLEX,10600,DAL@PHI 10/16/2022 09:50PM ET,PHI,16.12
,,,,,,,TE,Dallas Goedert (24770451),Dallas Goedert,24770451,CPT,10200,DAL@PHI 10/16/2022 09:50PM ET,PHI,12.7
,,,,,,,WR,CeeDee Lamb (24770494),CeeDee Lamb,24770494,FLEX,9800,DAL@PHI 10/16/2022 09:50PM ET,DAL,14.94
,,,,,,,QB,Cooper Rush (24770495),Cooper Rush,24770495,FLEX,9400,DAL@PHI 10/16/2022 09:50PM ET,DAL,10.03
,,,,,,,RB,Kenneth Gainwell (24770452),Kenneth Gainwell,24770452,CPT,9300,DAL@PHI 10/16/2022 09:50PM ET,PHI,5.06
,,,,,,,QB,Gardner Minshew II (24770453),Gardner Minshew II,24770453,CPT,9000,DAL@PHI 10/16/2022 09:50PM ET,PHI,0
,,,,,,,QB,Ian Book (24770454),Ian Book,24770454,CPT,9000,DAL@PHI 10/16/2022 09:50PM ET,PHI,0
,,,,,,,QB,Dak Prescott (24770455),Dak Prescott,24770455,CPT,9000,DAL@PHI 10/16/2022 09:50PM ET,DAL,5.46
,,,,,,,QB,Will Grier (24770456),Will Grier,24770456,CPT,9000,DAL@PHI 10/16/2022 09:50PM ET,DAL,0
,,,,,,,RB,Miles Sanders (24770496),Miles Sanders,24770496,FLEX,8400,DAL@PHI 10/16/2022 09:50PM ET,PHI,15.3
,,,,,,,RB,Ezekiel Elliott (24770497),Ezekiel Elliott,24770497,FLEX,8200,DAL@PHI 10/16/2022 09:50PM ET,DAL,8.84
,,,,,,,WR,Michael Gallup (24770457),Michael Gallup,24770457,CPT,8100,DAL@PHI 10/16/2022 09:50PM ET,DAL,9.4
,,,,,,,RB,Tony Pollard (24770498),Tony Pollard,24770498,FLEX,8000,DAL@PHI 10/16/2022 09:50PM ET,DAL,10.78
,,,,,,,WR,Noah Brown (24770458),Noah Brown,24770458,CPT,7500,DAL@PHI 10/16/2022 09:50PM ET,DAL,10.58
,,,,,,,WR,DeVonta Smith (24770499),DeVonta Smith,24770499,FLEX,7400,DAL@PHI 10/16/2022 09:50PM ET,PHI,14.46
,,,,,,,TE,Dalton Schultz (24770459),Dalton Schultz,24770459,CPT,7200,DAL@PHI 10/16/2022 09:50PM ET,DAL,4
,,,,,,,WR,Quez Watkins (24770460),Quez Watkins,24770460,CPT,6900,DAL@PHI 10/16/2022 09:50PM ET,PHI,3.96
,,,,,,,TE,Dallas Goedert (24770500),Dallas Goedert,24770500,FLEX,6800,DAL@PHI 10/16/2022 09:50PM ET,PHI,12.7
,,,,,,,DST,Eagles  (24770461),Eagles ,24770461,CPT,6300,DAL@PHI 10/16/2022 09:50PM ET,PHI,10.8
,,,,,,,RB,Kenneth Gainwell (24770501),Kenneth Gainwell,24770501,FLEX,6200,DAL@PHI 10/16/2022 09:50PM ET,PHI,5.06
,,,,,,,QB,Gardner Minshew II (24770503),Gardner Minshew II,24770503,FLEX,6000,DAL@PHI 10/16/2022 09:50PM ET,PHI,0
,,,,,,,QB,Ian Book (24770505),Ian Book,24770505,FLEX,6000,DAL@PHI 10/16/2022 09:50PM ET,PHI,0
,,,,,,,QB,Dak Prescott (24770504),Dak Prescott,24770504,FLEX,6000,DAL@PHI 10/16/2022 09:50PM ET,DAL,5.46
,,,,,,,QB,Will Grier (24770502),Will Grier,24770502,FLEX,6000,DAL@PHI 10/16/2022 09:50PM ET,DAL,0
,,,,,,,K,Jake Elliott (24770462),Jake Elliott,24770462,CPT,6000,DAL@PHI 10/16/2022 09:50PM ET,PHI,6.25
,,,,,,,K,Brett Maher (24770463),Brett Maher,24770463,CPT,5700,DAL@PHI 10/16/2022 09:50PM ET,DAL,11.2
,,,,,,,WR,Michael Gallup (24770506),Michael Gallup,24770506,FLEX,5400,DAL@PHI 10/16/2022 09:50PM ET,DAL,9.4
,,,,,,,DST,Cowboys  (24770464),Cowboys ,24770464,CPT,5100,DAL@PHI 10/16/2022 09:50PM ET,DAL,11
,,,,,,,WR,Noah Brown (24770507),Noah Brown,24770507,FLEX,5000,DAL@PHI 10/16/2022 09:50PM ET,DAL,10.58
,,,,,,,TE,Dalton Schultz (24770508),Dalton Schultz,24770508,FLEX,4800,DAL@PHI 10/16/2022 09:50PM ET,DAL,4
,,,,,,,WR,Quez Watkins (24770509),Quez Watkins,24770509,FLEX,4600,DAL@PHI 10/16/2022 09:50PM ET,PHI,3.96
,,,,,,,DST,Eagles  (24770510),Eagles ,24770510,FLEX,4200,DAL@PHI 10/16/2022 09:50PM ET,PHI,10.8
,,,,,,,WR,Jalen Tolbert (24770465),Jalen Tolbert,24770465,CPT,4200,DAL@PHI 10/16/2022 09:50PM ET,DAL,1.4
,,,,,,,K,Jake Elliott (24770511),Jake Elliott,24770511,FLEX,4000,DAL@PHI 10/16/2022 09:50PM ET,PHI,6.25
,,,,,,,K,Brett Maher (24770512),Brett Maher,24770512,FLEX,3800,DAL@PHI 10/16/2022 09:50PM ET,DAL,11.2
,,,,,,,DST,Cowboys  (24770513),Cowboys ,24770513,FLEX,3400,DAL@PHI 10/16/2022 09:50PM ET,DAL,11
,,,,,,,WR,Zach Pascal (24770466),Zach Pascal,24770466,CPT,3000,DAL@PHI 10/16/2022 09:50PM ET,PHI,1.98
,,,,,,,WR,Jalen Tolbert (24770514),Jalen Tolbert,24770514,FLEX,2800,DAL@PHI 10/16/2022 09:50PM ET,DAL,1.4
,,,,,,,WR,Zach Pascal (24770515),Zach Pascal,24770515,FLEX,2000,DAL@PHI 10/16/2022 09:50PM ET,PHI,1.98
,,,,,,,RB,Boston Scott (24770467),Boston Scott,24770467,CPT,1800,DAL@PHI 10/16/2022 09:50PM ET,PHI,3.37
,,,,,,,RB,Boston Scott (24770516),Boston Scott,24770516,FLEX,1200,DAL@PHI 10/16/2022 09:50PM ET,PHI,3.37
,,,,,,,RB,Trey Sermon (24770468),Trey Sermon,24770468,CPT,900,DAL@PHI 10/16/2022 09:50PM ET,PHI,0.95
,,,,,,,RB,Trey Sermon (24770517),Trey Sermon,24770517,FLEX,600,DAL@PHI 10/16/2022 09:50PM ET,PHI,0.95
,,,,,,,WR,Simi Fehoko (24770469),Simi Fehoko,24770469,CPT,600,DAL@PHI 10/16/2022 09:50PM ET,DAL,1.08
,,,,,,,WR,Simi Fehoko (24770518),Simi Fehoko,24770518,FLEX,400,DAL@PHI 10/16/2022 09:50PM ET,DAL,1.08
,,,,,,,RB,Rico Dowdle (24770470),Rico Dowdle,24770470,CPT,300,DAL@PHI 10/16/2022 09:50PM ET,DAL,0
,,,,,,,WR,KaVontae Turpin (24770471),KaVontae Turpin,24770471,CPT,300,DAL@PHI 10/16/2022 09:50PM ET,DAL,0.06
,,,,,,,RB,Malik Davis (24770472),Malik Davis,24770472,CPT,300,DAL@PHI 10/16/2022 09:50PM ET,DAL,0
,,,,,,,WR,Dontario Drummond (24770473),Dontario Drummond,24770473,CPT,300,DAL@PHI 10/16/2022 09:50PM ET,DAL,0
,,,,,,,WR,Auden Tate (24770474),Auden Tate,24770474,CPT,300,DAL@PHI 10/16/2022 09:50PM ET,PHI,0
,,,,,,,RB,Kennedy Brooks (24770475),Kennedy Brooks,24770475,CPT,300,DAL@PHI 10/16/2022 09:50PM ET,PHI,0
,,,,,,,TE,Noah Togiai (24770476),Noah Togiai,24770476,CPT,300,DAL@PHI 10/16/2022 09:50PM ET,PHI,0
,,,,,,,WR,James Washington (24770477),James Washington,24770477,CPT,300,DAL@PHI 10/16/2022 09:50PM ET,DAL,0
,,,,,,,TE,Grant Calcaterra (24770478),Grant Calcaterra,24770478,CPT,300,DAL@PHI 10/16/2022 09:50PM ET,PHI,1.67
,,,,,,,TE,Seth Green (24770479),Seth Green,24770479,CPT,300,DAL@PHI 10/16/2022 09:50PM ET,DAL,0
,,,,,,,TE,Jack Stoll (24770480),Jack Stoll,24770480,CPT,300,DAL@PHI 10/16/2022 09:50PM ET,PHI,0.28
,,,,,,,WR,Brandon Smith (24770481),Brandon Smith,24770481,CPT,300,DAL@PHI 10/16/2022 09:50PM ET,DAL,0
,,,,,,,WR,Devon Allen (24770482),Devon Allen,24770482,CPT,300,DAL@PHI 10/16/2022 09:50PM ET,PHI,0
,,,,,,,TE,Jake Ferguson (24770483),Jake Ferguson,24770483,CPT,300,DAL@PHI 10/16/2022 09:50PM ET,DAL,1
,,,,,,,WR,Deon Cain (24770484),Deon Cain,24770484,CPT,300,DAL@PHI 10/16/2022 09:50PM ET,PHI,0
,,,,,,,RB,Qadree Ollison (24770485),Qadree Ollison,24770485,CPT,300,DAL@PHI 10/16/2022 09:50PM ET,DAL,0
,,,,,,,TE,Sean McKeon (24770486),Sean McKeon,24770486,CPT,300,DAL@PHI 10/16/2022 09:50PM ET,DAL,0
,,,,,,,WR,Britain Covey (24770487),Britain Covey,24770487,CPT,300,DAL@PHI 10/16/2022 09:50PM ET,PHI,0
,,,,,,,TE,Tyree Jackson (24770488),Tyree Jackson,24770488,CPT,300,DAL@PHI 10/16/2022 09:50PM ET,PHI,0
,,,,,,,WR,Dennis Houston (24770489),Dennis Houston,24770489,CPT,300,DAL@PHI 10/16/2022 09:50PM ET,DAL,1.8
,,,,,,,TE,Ian Bunting (24770490),Ian Bunting,24770490,CPT,300,DAL@PHI 10/16/2022 09:50PM ET,DAL,0
,,,,,,,TE,Peyton Hendershot (24770491),Peyton Hendershot,24770491,CPT,300,DAL@PHI 10/16/2022 09:50PM ET,DAL,1.46
,,,,,,,RB,Rico Dowdle (24770536),Rico Dowdle,24770536,FLEX,200,DAL@PHI 10/16/2022 09:50PM ET,DAL,0
,,,,,,,WR,KaVontae Turpin (24770538),KaVontae Turpin,24770538,FLEX,200,DAL@PHI 10/16/2022 09:50PM ET,DAL,0.06
,,,,,,,RB,Malik Davis (24770534),Malik Davis,24770534,FLEX,200,DAL@PHI 10/16/2022 09:50PM ET,DAL,0
,,,,,,,WR,Dontario Drummond (24770523),Dontario Drummond,24770523,FLEX,200,DAL@PHI 10/16/2022 09:50PM ET,DAL,0
,,,,,,,WR,Auden Tate (24770528),Auden Tate,24770528,FLEX,200,DAL@PHI 10/16/2022 09:50PM ET,PHI,0
,,,,,,,RB,Kennedy Brooks (24770533),Kennedy Brooks,24770533,FLEX,200,DAL@PHI 10/16/2022 09:50PM ET,PHI,0
,,,,,,,TE,Noah Togiai (24770531),Noah Togiai,24770531,FLEX,200,DAL@PHI 10/16/2022 09:50PM ET,PHI,0
,,,,,,,WR,James Washington (24770537),James Washington,24770537,FLEX,200,DAL@PHI 10/16/2022 09:50PM ET,DAL,0
,,,,,,,TE,Grant Calcaterra (24770520),Grant Calcaterra,24770520,FLEX,200,DAL@PHI 10/16/2022 09:50PM ET,PHI,1.67
,,,,,,,TE,Seth Green (24770527),Seth Green,24770527,FLEX,200,DAL@PHI 10/16/2022 09:50PM ET,DAL,0
,,,,,,,TE,Jack Stoll (24770525),Jack Stoll,24770525,FLEX,200,DAL@PHI 10/16/2022 09:50PM ET,PHI,0.28
,,,,,,,WR,Brandon Smith (24770519),Brandon Smith,24770519,FLEX,200,DAL@PHI 10/16/2022 09:50PM ET,DAL,0
,,,,,,,WR,Devon Allen (24770529),Devon Allen,24770529,FLEX,200,DAL@PHI 10/16/2022 09:50PM ET,PHI,0
,,,,,,,TE,Jake Ferguson (24770526),Jake Ferguson,24770526,FLEX,200,DAL@PHI 10/16/2022 09:50PM ET,DAL,1
,,,,,,,WR,Deon Cain (24770530),Deon Cain,24770530,FLEX,200,DAL@PHI 10/16/2022 09:50PM ET,PHI,0
,,,,,,,RB,Qadree Ollison (24770522),Qadree Ollison,24770522,FLEX,200,DAL@PHI 10/16/2022 09:50PM ET,DAL,0
,,,,,,,TE,Sean McKeon (24770532),Sean McKeon,24770532,FLEX,200,DAL@PHI 10/16/2022 09:50PM ET,DAL,0
,,,,,,,WR,Britain Covey (24770521),Britain Covey,24770521,FLEX,200,DAL@PHI 10/16/2022 09:50PM ET,PHI,0
,,,,,,,TE,Tyree Jackson (24770524),Tyree Jackson,24770524,FLEX,200,DAL@PHI 10/16/2022 09:50PM ET,PHI,0
,,,,,,,WR,Dennis Houston (24770535),Dennis Houston,24770535,FLEX,200,DAL@PHI 10/16/2022 09:50PM ET,DAL,1.8
,,,,,,,TE,Ian Bunting (24770539),Ian Bunting,24770539,FLEX,200,DAL@PHI 10/16/2022 09:50PM ET,DAL,0
,,,,,,,TE,Peyton Hendershot (24770540),Peyton Hendershot,24770540,FLEX,200,DAL@PHI 10/16/2022 09:50PM ET,DAL,1.46
