QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
,,,,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,,,,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,WR,Justin Jefferson (25705037),Justin Jefferson,25705037,WR/FLEX,9000,MIN@DET 12/11/2022 01:00PM ET,MIN,23.70
,,,,,,,,,,RB,Christian McCaffrey (25704791),Christian McCaffrey,25704791,RB/FLEX,8500,TB@SF 12/11/2022 04:25PM ET,SF,20.44
,,,,,,,,,,QB,Josh Allen (25704727),Josh Allen,25704727,QB,8300,NYJ@BUF 12/11/2022 01:00PM ET,BUF,27.03
,,,,,,,,,,WR,Stefon Diggs (25705039),Stefon Diggs,25705039,WR/FLEX,8300,NYJ@BUF 12/11/2022 01:00PM ET,BUF,24.1
,,,,,,,,,,QB,Jalen Hurts (25704728),Jalen Hurts,25704728,QB,8100,PHI@NYG 12/11/2022 01:00PM ET,PHI,26.79
,,,,,,,,,,RB,Saquon Barkley (25704793),Saquon Barkley,25704793,RB/FLEX,8000,PHI@NYG 12/11/2022 01:00PM ET,NYG,19.3
,,,,,,,,,,WR,A.J. Brown (25705041),A.J. Brown,25705041,WR/FLEX,8000,PHI@NYG 12/11/2022 01:00PM ET,PHI,18.08
,,,,,,,,,,QB,Patrick Mahomes (25704729),Patrick Mahomes,25704729,QB,8000,KC@DEN 12/11/2022 04:05PM ET,KC,27.47
,,,,,,,,,,WR,Ja'Marr Chase (25705043),Ja'Marr Chase,25705043,WR/FLEX,7900,CLE@CIN 12/11/2022 01:00PM ET,CIN,21.05
,,,,,,,,,,RB,Derrick Henry (25704795),Derrick Henry,25704795,RB/FLEX,7900,JAX@TEN 12/11/2022 01:00PM ET,TEN,19.88
,,,,,,,,,,RB,Nick Chubb (25704797),Nick Chubb,25704797,RB/FLEX,7800,CLE@CIN 12/11/2022 01:00PM ET,CLE,19.59
,,,,,,,,,,WR,Amon-Ra St. Brown (25705045),Amon-Ra St. Brown,25705045,WR/FLEX,7800,MIN@DET 12/11/2022 01:00PM ET,DET,19.57
,,,,,,,,,,TE,Travis Kelce (25705435),Travis Kelce,25705435,TE/FLEX,7600,KC@DEN 12/11/2022 04:05PM ET,KC,21.61
,,,,,,,,,,WR,CeeDee Lamb (25705047),CeeDee Lamb,25705047,WR/FLEX,7500,HOU@DAL 12/11/2022 01:00PM ET,DAL,17.37
,,,,,,,,,,QB,Lamar Jackson (25704730),Lamar Jackson,25704730,QB,7400,BAL@PIT 12/11/2022 01:00PM ET,BAL,21.17
,,,,,,,,,,RB,Dalvin Cook (25704799),Dalvin Cook,25704799,RB/FLEX,7300,MIN@DET 12/11/2022 01:00PM ET,MIN,15.78
,,,,,,,,,,WR,DK Metcalf (25705049),DK Metcalf,25705049,WR/FLEX,7100,CAR@SEA 12/11/2022 04:25PM ET,SEA,15.07
,,,,,,,,,,QB,Joe Burrow (25704731),Joe Burrow,25704731,QB,7000,CLE@CIN 12/11/2022 01:00PM ET,CIN,24.69
,,,,,,,,,,WR,Tee Higgins (25705051),Tee Higgins,25705051,WR/FLEX,7000,CLE@CIN 12/11/2022 01:00PM ET,CIN,15.42
,,,,,,,,,,RB,Joe Mixon (25704801),Joe Mixon,25704801,RB/FLEX,6900,CLE@CIN 12/11/2022 01:00PM ET,CIN,18.39
,,,,,,,,,,RB,Kenneth Walker III (25704803),Kenneth Walker III,25704803,RB/FLEX,6800,CAR@SEA 12/11/2022 04:25PM ET,SEA,14.14
,,,,,,,,,,RB,Tony Pollard (25704805),Tony Pollard,25704805,RB/FLEX,6700,HOU@DAL 12/11/2022 01:00PM ET,DAL,17.34
,,,,,,,,,,WR,Chris Godwin (25705053),Chris Godwin,25705053,WR/FLEX,6700,TB@SF 12/11/2022 04:25PM ET,TB,14.83
,,,,,,,,,,WR,Christian Kirk (25705055),Christian Kirk,25705055,WR/FLEX,6600,JAX@TEN 12/11/2022 01:00PM ET,JAX,16.3
,,,,,,,,,,QB,Dak Prescott (25704732),Dak Prescott,25704732,QB,6500,HOU@DAL 12/11/2022 01:00PM ET,DAL,17.23
,,,,,,,,,,TE,Mark Andrews (25705437),Mark Andrews,25705437,TE/FLEX,6500,BAL@PIT 12/11/2022 01:00PM ET,BAL,14.56
,,,,,,,,,,WR,Tyler Lockett (25705057),Tyler Lockett,25705057,WR/FLEX,6500,CAR@SEA 12/11/2022 04:25PM ET,SEA,16.55
,,,,,,,,,,QB,Deshaun Watson (25704733),Deshaun Watson,25704733,QB,6400,CLE@CIN 12/11/2022 01:00PM ET,CLE,6.34
,,,,,,,,,,RB,Travis Etienne Jr. (25704807),Travis Etienne Jr.,25704807,RB/FLEX,6400,JAX@TEN 12/11/2022 01:00PM ET,JAX,13.13
,,,,,,,,,,WR,Mike Evans (25705059),Mike Evans,25705059,WR/FLEX,6400,TB@SF 12/11/2022 04:25PM ET,TB,14.1
,,,,,,,,,,RB,Samaje Perine (25704809),Samaje Perine,25704809,RB/FLEX,6300,CLE@CIN 12/11/2022 01:00PM ET,CIN,10.32
,,,,,,,,,,WR,DeVonta Smith (25705061),DeVonta Smith,25705061,WR/FLEX,6300,PHI@NYG 12/11/2022 01:00PM ET,PHI,13.42
,,,,,,,,,,WR,Amari Cooper (25705063),Amari Cooper,25705063,WR/FLEX,6200,CLE@CIN 12/11/2022 01:00PM ET,CLE,16.43
,,,,,,,,,,RB,Miles Sanders (25704811),Miles Sanders,25704811,RB/FLEX,6200,PHI@NYG 12/11/2022 01:00PM ET,PHI,14.73
,,,,,,,,,,QB,Geno Smith (25704734),Geno Smith,25704734,QB,6200,CAR@SEA 12/11/2022 04:25PM ET,SEA,20.59
,,,,,,,,,,RB,Ezekiel Elliott (25704813),Ezekiel Elliott,25704813,RB/FLEX,6100,HOU@DAL 12/11/2022 01:00PM ET,DAL,12.98
,,,,,,,,,,QB,Kirk Cousins (25704735),Kirk Cousins,25704735,QB,6100,MIN@DET 12/11/2022 01:00PM ET,MIN,16.93
,,,,,,,,,,WR,Deebo Samuel (25705065),Deebo Samuel,25705065,WR/FLEX,6100,TB@SF 12/11/2022 04:25PM ET,SF,13.96
,,,,,,,,,,RB,Dameon Pierce (25704815),Dameon Pierce,25704815,RB/FLEX,6000,HOU@DAL 12/11/2022 01:00PM ET,HOU,13.47
,,,,,,,,,,WR,Garrett Wilson (25705067),Garrett Wilson,25705067,WR/FLEX,5900,NYJ@BUF 12/11/2022 01:00PM ET,NYJ,14.12
,,,,,,,,,,RB,Jamaal Williams (25704817),Jamaal Williams,25704817,RB/FLEX,5900,MIN@DET 12/11/2022 01:00PM ET,DET,14.88
,,,,,,,,,,RB,D'Andre Swift (25704819),D'Andre Swift,25704819,RB/FLEX,5800,MIN@DET 12/11/2022 01:00PM ET,DET,14.21
,,,,,,,,,,RB,Najee Harris (25704821),Najee Harris,25704821,RB/FLEX,5800,BAL@PIT 12/11/2022 01:00PM ET,PIT,12.26
,,,,,,,,,,WR,Brandon Aiyuk (25705069),Brandon Aiyuk,25705069,WR/FLEX,5800,TB@SF 12/11/2022 04:25PM ET,SF,13.46
,,,,,,,,,,RB,Devin Singletary (25704825),Devin Singletary,25704825,RB/FLEX,5700,NYJ@BUF 12/11/2022 01:00PM ET,BUF,11.82
,,,,,,,,,,QB,Trevor Lawrence (25704736),Trevor Lawrence,25704736,QB,5700,JAX@TEN 12/11/2022 01:00PM ET,JAX,18.37
,,,,,,,,,,RB,Isiah Pacheco (25704823),Isiah Pacheco,25704823,RB/FLEX,5700,KC@DEN 12/11/2022 04:05PM ET,KC,6.89
,,,,,,,,,,QB,Jared Goff (25704737),Jared Goff,25704737,QB,5600,MIN@DET 12/11/2022 01:00PM ET,DET,17.13
,,,,,,,,,,QB,Tom Brady (25704738),Tom Brady,25704738,QB,5600,TB@SF 12/11/2022 04:25PM ET,TB,16.88
,,,,,,,,,,RB,Leonard Fournette (25704827),Leonard Fournette,25704827,RB/FLEX,5600,TB@SF 12/11/2022 04:25PM ET,TB,15.71
,,,,,,,,,,WR,JuJu Smith-Schuster (25705071),JuJu Smith-Schuster,25705071,WR/FLEX,5600,KC@DEN 12/11/2022 04:05PM ET,KC,12.53
,,,,,,,,,,QB,Mike White (25704739),Mike White,25704739,QB,5500,NYJ@BUF 12/11/2022 01:00PM ET,NYJ,25.13
,,,,,,,,,,QB,Tyler Huntley (25704740),Tyler Huntley,25704740,QB,5500,BAL@PIT 12/11/2022 01:00PM ET,BAL,8.29
,,,,,,,,,,WR,DJ Moore (25705073),DJ Moore,25705073,WR/FLEX,5500,CAR@SEA 12/11/2022 04:25PM ET,CAR,11.7
,,,,,,,,,,RB,Rachaad White (25704829),Rachaad White,25704829,RB/FLEX,5500,TB@SF 12/11/2022 04:25PM ET,TB,8.46
,,,,,,,,,,QB,Daniel Jones (25704741),Daniel Jones,25704741,QB,5400,PHI@NYG 12/11/2022 01:00PM ET,NYG,17.98
,,,,,,,,,,RB,D'Onta Foreman (25704831),D'Onta Foreman,25704831,RB/FLEX,5400,CAR@SEA 12/11/2022 04:25PM ET,CAR,8.4
,,,,,,,,,,WR,Jerry Jeudy (25705075),Jerry Jeudy,25705075,WR/FLEX,5400,KC@DEN 12/11/2022 04:05PM ET,DEN,10.65
,,,,,,,,,,RB,Michael Carter (25704833),Michael Carter,25704833,RB/FLEX,5300,NYJ@BUF 12/11/2022 01:00PM ET,NYJ,9.44
,,,,,,,,,,WR,Gabe Davis (25705077),Gabe Davis,25705077,WR/FLEX,5300,NYJ@BUF 12/11/2022 01:00PM ET,BUF,12.77
,,,,,,,,,,QB,Jacoby Brissett (25704742),Jacoby Brissett,25704742,QB,5300,CLE@CIN 12/11/2022 01:00PM ET,CLE,15.09
,,,,,,,,,,QB,Kenny Pickett (25704743),Kenny Pickett,25704743,QB,5200,BAL@PIT 12/11/2022 01:00PM ET,PIT,13.64
,,,,,,,,,,RB,Gus Edwards (25704837),Gus Edwards,25704837,RB/FLEX,5200,BAL@PIT 12/11/2022 01:00PM ET,BAL,9.12
,,,,,,,,,,QB,Ryan Tannehill (25704744),Ryan Tannehill,25704744,QB,5200,JAX@TEN 12/11/2022 01:00PM ET,TEN,14.08
,,,,,,,,,,QB,Sam Darnold (25704745),Sam Darnold,25704745,QB,5200,CAR@SEA 12/11/2022 04:25PM ET,CAR,16.86
,,,,,,,,,,RB,Latavius Murray (25704835),Latavius Murray,25704835,RB/FLEX,5200,KC@DEN 12/11/2022 04:05PM ET,DEN,11.24
,,,,,,,,,,WR,Courtland Sutton (25705079),Courtland Sutton,25705079,WR/FLEX,5200,KC@DEN 12/11/2022 04:05PM ET,DEN,10.86
