QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
,,,,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,,,,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,WR,Justin Jefferson (25582358),Justin Jefferson,25582358,WR/FLEX,8900,NYJ@MIN 12/04/2022 01:00PM ET,MIN,24.17
,,,,,,,,,,WR,Tyreek Hill (25582360),Tyreek Hill,25582360,WR/FLEX,8800,MIA@SF 12/04/2022 04:05PM ET,MIA,22.94
,,,,,,,,,,WR,Davante Adams (25582362),Davante Adams,25582362,WR/FLEX,8700,LAC@LV 12/04/2022 04:25PM ET,LV,22.62
,,,,,,,,,,RB,Christian McCaffrey (25582058),Christian McCaffrey,25582058,RB/FLEX,8600,MIA@SF 12/04/2022 04:05PM ET,SF,19.70
,,,,,,,,,,RB,Austin Ekeler (25582060),Austin Ekeler,25582060,RB/FLEX,8500,LAC@LV 12/04/2022 04:25PM ET,LAC,23.56
,,,,,,,,,,QB,Patrick Mahomes (25581981),Patrick Mahomes,25581981,QB,8300,KC@CIN 12/04/2022 04:25PM ET,KC,28.16
,,,,,,,,,,RB,Saquon Barkley (25582062),Saquon Barkley,25582062,RB/FLEX,8200,WAS@NYG 12/04/2022 01:00PM ET,NYG,19.32
,,,,,,,,,,RB,Derrick Henry (25582064),Derrick Henry,25582064,RB/FLEX,8100,TEN@PHI 12/04/2022 01:00PM ET,TEN,21.16
,,,,,,,,,,RB,Nick Chubb (25582066),Nick Chubb,25582066,RB/FLEX,8000,CLE@HOU 12/04/2022 01:00PM ET,CLE,20.64
,,,,,,,,,,QB,Jalen Hurts (25581982),Jalen Hurts,25581982,QB,8000,TEN@PHI 12/04/2022 01:00PM ET,PHI,25.83
,,,,,,,,,,WR,Cooper Kupp (25582364),Cooper Kupp,25582364,WR/FLEX,8000,SEA@LAR 12/04/2022 04:05PM ET,LAR,24.16
,,,,,,,,,,WR,Ja'Marr Chase (25582366),Ja'Marr Chase,25582366,WR/FLEX,7900,KC@CIN 12/04/2022 04:25PM ET,CIN,21.67
,,,,,,,,,,TE,Travis Kelce (25582822),Travis Kelce,25582822,TE/FLEX,7900,KC@CIN 12/04/2022 04:25PM ET,KC,22.79
,,,,,,,,,,RB,Josh Jacobs (25582068),Josh Jacobs,25582068,RB/FLEX,7900,LAC@LV 12/04/2022 04:25PM ET,LV,23.4
,,,,,,,,,,QB,Lamar Jackson (25581983),Lamar Jackson,25581983,QB,7800,DEN@BAL 12/04/2022 01:00PM ET,BAL,22.98
,,,,,,,,,,WR,A.J. Brown (25582368),A.J. Brown,25582368,WR/FLEX,7800,TEN@PHI 12/04/2022 01:00PM ET,PHI,16.56
,,,,,,,,,,QB,Justin Fields (25581984),Justin Fields,25581984,QB,7400,GB@CHI 12/04/2022 01:00PM ET,CHI,22.01
,,,,,,,,,,WR,Jaylen Waddle (25582370),Jaylen Waddle,25582370,WR/FLEX,7400,MIA@SF 12/04/2022 04:05PM ET,MIA,18.27
,,,,,,,,,,RB,Dalvin Cook (25582070),Dalvin Cook,25582070,RB/FLEX,7200,NYJ@MIN 12/04/2022 01:00PM ET,MIN,15.74
,,,,,,,,,,WR,Tee Higgins (25582372),Tee Higgins,25582372,WR/FLEX,7200,KC@CIN 12/04/2022 04:25PM ET,CIN,15.69
,,,,,,,,,,QB,Justin Herbert (25581985),Justin Herbert,25581985,QB,7200,LAC@LV 12/04/2022 04:25PM ET,LAC,19.00
,,,,,,,,,,WR,Amon-Ra St. Brown (25582374),Amon-Ra St. Brown,25582374,WR/FLEX,7100,JAX@DET 12/04/2022 01:00PM ET,DET,17.77
,,,,,,,,,,RB,Joe Mixon (25582072),Joe Mixon,25582072,RB/FLEX,7100,KC@CIN 12/04/2022 04:25PM ET,CIN,18.39
,,,,,,,,,,RB,Kenneth Walker III (25582074),Kenneth Walker III,25582074,RB/FLEX,7000,SEA@LAR 12/04/2022 04:05PM ET,SEA,15.19
,,,,,,,,,,RB,Aaron Jones (25582076),Aaron Jones,25582076,RB/FLEX,6900,GB@CHI 12/04/2022 01:00PM ET,GB,17.04
,,,,,,,,,,QB,Joe Burrow (25581986),Joe Burrow,25581986,QB,6900,KC@CIN 12/04/2022 04:25PM ET,CIN,24.2
,,,,,,,,,,WR,DK Metcalf (25582376),DK Metcalf,25582376,WR/FLEX,6700,SEA@LAR 12/04/2022 04:05PM ET,SEA,13.74
,,,,,,,,,,QB,Tua Tagovailoa (25581987),Tua Tagovailoa,25581987,QB,6700,MIA@SF 12/04/2022 04:05PM ET,MIA,20.90
,,,,,,,,,,TE,Mark Andrews (25582824),Mark Andrews,25582824,TE/FLEX,6600,DEN@BAL 12/04/2022 01:00PM ET,BAL,15.08
,,,,,,,,,,WR,Deebo Samuel (25582378),Deebo Samuel,25582378,WR/FLEX,6600,MIA@SF 12/04/2022 04:05PM ET,SF,14.13
,,,,,,,,,,QB,Deshaun Watson (25581988),Deshaun Watson,25581988,QB,6500,CLE@HOU 12/04/2022 01:00PM ET,CLE,0
,,,,,,,,,,WR,Keenan Allen (25582380),Keenan Allen,25582380,WR/FLEX,6500,LAC@LV 12/04/2022 04:25PM ET,LAC,10.75
,,,,,,,,,,RB,Travis Etienne Jr. (25582078),Travis Etienne Jr.,25582078,RB/FLEX,6400,JAX@DET 12/04/2022 01:00PM ET,JAX,13.54
,,,,,,,,,,WR,Amari Cooper (25582382),Amari Cooper,25582382,WR/FLEX,6400,CLE@HOU 12/04/2022 01:00PM ET,CLE,17.2
,,,,,,,,,,WR,Christian Kirk (25582384),Christian Kirk,25582384,WR/FLEX,6300,JAX@DET 12/04/2022 01:00PM ET,JAX,16.02
,,,,,,,,,,RB,Miles Sanders (25582080),Miles Sanders,25582080,RB/FLEX,6300,TEN@PHI 12/04/2022 01:00PM ET,PHI,15
,,,,,,,,,,RB,David Montgomery (25582082),David Montgomery,25582082,RB/FLEX,6200,GB@CHI 12/04/2022 01:00PM ET,CHI,11.16
,,,,,,,,,,WR,DeVonta Smith (25582386),DeVonta Smith,25582386,WR/FLEX,6200,TEN@PHI 12/04/2022 01:00PM ET,PHI,12.44
,,,,,,,,,,RB,Najee Harris (25582084),Najee Harris,25582084,RB/FLEX,6100,PIT@ATL 12/04/2022 01:00PM ET,PIT,12.44
,,,,,,,,,,QB,Geno Smith (25581989),Geno Smith,25581989,QB,6100,SEA@LAR 12/04/2022 04:05PM ET,SEA,19.92
,,,,,,,,,,RB,Jeff Wilson Jr. (25582086),Jeff Wilson Jr.,25582086,RB/FLEX,6100,MIA@SF 12/04/2022 04:05PM ET,MIA,12.06
,,,,,,,,,,WR,Brandon Aiyuk (25582388),Brandon Aiyuk,25582388,WR/FLEX,6100,MIA@SF 12/04/2022 04:05PM ET,SF,13.81
,,,,,,,,,,RB,Jamaal Williams (25582088),Jamaal Williams,25582088,RB/FLEX,6000,JAX@DET 12/04/2022 01:00PM ET,DET,15.37
,,,,,,,,,,WR,Tyler Lockett (25582390),Tyler Lockett,25582390,WR/FLEX,6000,SEA@LAR 12/04/2022 04:05PM ET,SEA,15.26
,,,,,,,,,,RB,Samaje Perine (25582090),Samaje Perine,25582090,RB/FLEX,6000,KC@CIN 12/04/2022 04:25PM ET,CIN,9.04
,,,,,,,,,,QB,Trevor Lawrence (25581990),Trevor Lawrence,25581990,QB,5900,JAX@DET 12/04/2022 01:00PM ET,JAX,18.56
,,,,,,,,,,RB,Dameon Pierce (25582092),Dameon Pierce,25582092,RB/FLEX,5900,CLE@HOU 12/04/2022 01:00PM ET,HOU,13.56
,,,,,,,,,,WR,Mike Williams (25582392),Mike Williams,25582392,WR/FLEX,5900,LAC@LV 12/04/2022 04:25PM ET,LAC,14.5
,,,,,,,,,,RB,Cordarrelle Patterson (25582094),Cordarrelle Patterson,25582094,RB/FLEX,5800,PIT@ATL 12/04/2022 01:00PM ET,ATL,13.64
,,,,,,,,,,QB,Aaron Rodgers (25581991),Aaron Rodgers,25581991,QB,5800,GB@CHI 12/04/2022 01:00PM ET,GB,15.55
,,,,,,,,,,WR,Terry McLaurin (25582394),Terry McLaurin,25582394,WR/FLEX,5800,WAS@NYG 12/04/2022 01:00PM ET,WAS,13.39
,,,,,,,,,,WR,Jerry Jeudy (25582398),Jerry Jeudy,25582398,WR/FLEX,5700,DEN@BAL 12/04/2022 01:00PM ET,DEN,10.67
,,,,,,,,,,QB,Kirk Cousins (25581992),Kirk Cousins,25581992,QB,5700,NYJ@MIN 12/04/2022 01:00PM ET,MIN,17.39
,,,,,,,,,,QB,Jimmy Garoppolo (25581993),Jimmy Garoppolo,25581993,QB,5700,MIA@SF 12/04/2022 04:05PM ET,SF,17.15
,,,,,,,,,,RB,Isiah Pacheco (25582096),Isiah Pacheco,25582096,RB/FLEX,5700,KC@CIN 12/04/2022 04:25PM ET,KC,6.04
,,,,,,,,,,WR,JuJu Smith-Schuster (25582396),JuJu Smith-Schuster,25582396,WR/FLEX,5700,KC@CIN 12/04/2022 04:25PM ET,KC,13.13
,,,,,,,,,,RB,AJ Dillon (25582098),AJ Dillon,25582098,RB/FLEX,5600,GB@CHI 12/04/2022 01:00PM ET,GB,8.2
,,,,,,,,,,RB,D'Andre Swift (25582100),D'Andre Swift,25582100,RB/FLEX,5600,JAX@DET 12/04/2022 01:00PM ET,DET,13.35
,,,,,,,,,,QB,Derek Carr (25581994),Derek Carr,25581994,QB,5600,LAC@LV 12/04/2022 04:25PM ET,LV,17.08
,,,,,,,,,,WR,Joshua Palmer (25582400),Joshua Palmer,25582400,WR/FLEX,5600,LAC@LV 12/04/2022 04:25PM ET,LAC,12.96
,,,,,,,,,,WR,Courtland Sutton (25582402),Courtland Sutton,25582402,WR/FLEX,5500,DEN@BAL 12/04/2022 01:00PM ET,DEN,11.84
,,,,,,,,,,QB,Daniel Jones (25581995),Daniel Jones,25581995,QB,5500,WAS@NYG 12/04/2022 01:00PM ET,NYG,17.97
,,,,,,,,,,QB,Matthew Stafford (25581996),Matthew Stafford,25581996,QB,5500,SEA@LAR 12/04/2022 04:05PM ET,LAR,13.60
,,,,,,,,,,RB,Raheem Mostert (25582102),Raheem Mostert,25582102,RB/FLEX,5500,MIA@SF 12/04/2022 04:05PM ET,MIA,11.02
,,,,,,,,,,QB,Marcus Mariota (25581997),Marcus Mariota,25581997,QB,5400,PIT@ATL 12/04/2022 01:00PM ET,ATL,16.43
,,,,,,,,,,RB,Gus Edwards (25582104),Gus Edwards,25582104,RB/FLEX,5400,DEN@BAL 12/04/2022 01:00PM ET,BAL,11.77
,,,,,,,,,,WR,Allen Lazard (25582404),Allen Lazard,25582404,WR/FLEX,5400,GB@CHI 12/04/2022 01:00PM ET,GB,12.83
,,,,,,,,,,QB,Mike White (25581998),Mike White,25581998,QB,5400,NYJ@MIN 12/04/2022 01:00PM ET,NYJ,27.8
,,,,,,,,,,RB,Michael Carter (25582106),Michael Carter,25582106,RB/FLEX,5400,NYJ@MIN 12/04/2022 01:00PM ET,NYJ,9.44
,,,,,,,,,,RB,Kenyan Drake (25582108),Kenyan Drake,25582108,RB/FLEX,5300,DEN@BAL 12/04/2022 01:00PM ET,BAL,9.16
,,,,,,,,,,RB,Latavius Murray (25582112),Latavius Murray,25582112,RB/FLEX,5300,DEN@BAL 12/04/2022 01:00PM ET,DEN,11.4
,,,,,,,,,,QB,Jared Goff (25582000),Jared Goff,25582000,QB,5300,JAX@DET 12/04/2022 01:00PM ET,DET,16.45
,,,,,,,,,,QB,Jacoby Brissett (25581999),Jacoby Brissett,25581999,QB,5300,CLE@HOU 12/04/2022 01:00PM ET,CLE,16.46
,,,,,,,,,,WR,Garrett Wilson (25582408),Garrett Wilson,25582408,WR/FLEX,5300,NYJ@MIN 12/04/2022 01:00PM ET,NYJ,12.93
