CPT,FLEX,FLEX,FLEX,FLEX,FLEX,,Instructions
,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,RB,Aaron Jones (25928048),Aaron Jones,25928048,CPT,16800,LAR@GB 12/19/2022 09:45PM ET,GB,16.5
,,,,,,,QB,Aaron Rodgers (25928049),Aaron Rodgers,25928049,CPT,16200,LAR@GB 12/19/2022 09:45PM ET,GB,15.40
,,,,,,,QB,Baker Mayfield (25928050),Baker Mayfield,25928050,CPT,15000,LAR@GB 12/19/2022 09:45PM ET,LAR,11.86
,,,,,,,WR,Christian Watson (25928051),Christian Watson,25928051,CPT,13200,LAR@GB 12/19/2022 09:45PM ET,GB,13.19
,,,,,,,RB,Cam Akers (25928052),Cam Akers,25928052,CPT,12300,LAR@GB 12/19/2022 09:45PM ET,LAR,5.96
,,,,,,,WR,Allen Lazard (25928053),Allen Lazard,25928053,CPT,11400,LAR@GB 12/19/2022 09:45PM ET,GB,12.73
,,,,,,,RB,Aaron Jones (25928099),Aaron Jones,25928099,FLEX,11200,LAR@GB 12/19/2022 09:45PM ET,GB,16.5
,,,,,,,QB,Aaron Rodgers (25928100),Aaron Rodgers,25928100,FLEX,10800,LAR@GB 12/19/2022 09:45PM ET,GB,15.40
,,,,,,,WR,Romeo Doubs (25928054),Romeo Doubs,25928054,CPT,10200,LAR@GB 12/19/2022 09:45PM ET,GB,8.94
,,,,,,,WR,Van Jefferson (25928055),Van Jefferson,25928055,CPT,10200,LAR@GB 12/19/2022 09:45PM ET,LAR,7
,,,,,,,QB,Baker Mayfield (25928101),Baker Mayfield,25928101,FLEX,10000,LAR@GB 12/19/2022 09:45PM ET,LAR,11.86
,,,,,,,TE,Tyler Higbee (25928056),Tyler Higbee,25928056,CPT,9600,LAR@GB 12/19/2022 09:45PM ET,LAR,7.5
,,,,,,,RB,AJ Dillon (25928057),AJ Dillon,25928057,CPT,9300,LAR@GB 12/19/2022 09:45PM ET,GB,9.18
,,,,,,,QB,John Wolford (25928058),John Wolford,25928058,CPT,9000,LAR@GB 12/19/2022 09:45PM ET,LAR,6.27
,,,,,,,QB,Danny Etling (25928059),Danny Etling,25928059,CPT,9000,LAR@GB 12/19/2022 09:45PM ET,GB,0
