CPT,FLEX,FLEX,FLEX,FLEX,FLEX,,Instructions
,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,QB,Jordan Love (25928060),Jordan Love,25928060,CPT,9000,LAR@GB 12/19/2022 09:45PM ET,GB,3.81
,,,,,,,QB,Case Cookus (25928061),Case Cookus,25928061,CPT,9000,LAR@GB 12/19/2022 09:45PM ET,LAR,0
,,,,,,,QB,Bryce Perkins (25928062),Bryce Perkins,25928062,CPT,9000,LAR@GB 12/19/2022 09:45PM ET,LAR,4.41
,,,,,,,QB,Matthew Stafford (25928063),Matthew Stafford,25928063,CPT,9000,LAR@GB 12/19/2022 09:45PM ET,LAR,13.60
,,,,,,,WR,Christian Watson (25928102),Christian Watson,25928102,FLEX,8800,LAR@GB 12/19/2022 09:45PM ET,GB,13.19
,,,,,,,RB,Kyren Williams (25928064),Kyren Williams,25928064,CPT,8700,LAR@GB 12/19/2022 09:45PM ET,LAR,4.35
,,,,,,,WR,Randall Cobb (25928065),Randall Cobb,25928065,CPT,8400,LAR@GB 12/19/2022 09:45PM ET,GB,7.43
,,,,,,,RB,Cam Akers (25928103),Cam Akers,25928103,FLEX,8200,LAR@GB 12/19/2022 09:45PM ET,LAR,5.96
,,,,,,,TE,Robert Tonyan (25928066),Robert Tonyan,25928066,CPT,8100,LAR@GB 12/19/2022 09:45PM ET,GB,6.78
,,,,,,,WR,Ben Skowronek (25928067),Ben Skowronek,25928067,CPT,7800,LAR@GB 12/19/2022 09:45PM ET,LAR,6.38
,,,,,,,WR,Allen Lazard (25928104),Allen Lazard,25928104,FLEX,7600,LAR@GB 12/19/2022 09:45PM ET,GB,12.73
,,,,,,,DST,Packers  (25928068),Packers ,25928068,CPT,7500,LAR@GB 12/19/2022 09:45PM ET,GB,5.38
,,,,,,,WR,Romeo Doubs (25928106),Romeo Doubs,25928106,FLEX,6800,LAR@GB 12/19/2022 09:45PM ET,GB,8.94
,,,,,,,WR,Van Jefferson (25928105),Van Jefferson,25928105,FLEX,6800,LAR@GB 12/19/2022 09:45PM ET,LAR,7
,,,,,,,WR,Tutu Atwell (25928069),Tutu Atwell,25928069,CPT,6600,LAR@GB 12/19/2022 09:45PM ET,LAR,4.82
,,,,,,,TE,Tyler Higbee (25928107),Tyler Higbee,25928107,FLEX,6400,LAR@GB 12/19/2022 09:45PM ET,LAR,7.5
,,,,,,,K,Ramiz Ahmed (25928070),Ramiz Ahmed,25928070,CPT,6300,LAR@GB 12/19/2022 09:45PM ET,GB,0
,,,,,,,K,Mason Crosby (25928071),Mason Crosby,25928071,CPT,6300,LAR@GB 12/19/2022 09:45PM ET,GB,5.69
,,,,,,,RB,AJ Dillon (25928108),AJ Dillon,25928108,FLEX,6200,LAR@GB 12/19/2022 09:45PM ET,GB,9.18
,,,,,,,QB,John Wolford (25928113),John Wolford,25928113,FLEX,6000,LAR@GB 12/19/2022 09:45PM ET,LAR,6.27
,,,,,,,QB,Danny Etling (25928109),Danny Etling,25928109,FLEX,6000,LAR@GB 12/19/2022 09:45PM ET,GB,0
,,,,,,,QB,Jordan Love (25928112),Jordan Love,25928112,FLEX,6000,LAR@GB 12/19/2022 09:45PM ET,GB,3.81
,,,,,,,QB,Case Cookus (25928110),Case Cookus,25928110,FLEX,6000,LAR@GB 12/19/2022 09:45PM ET,LAR,0
,,,,,,,QB,Bryce Perkins (25928111),Bryce Perkins,25928111,FLEX,6000,LAR@GB 12/19/2022 09:45PM ET,LAR,4.41
,,,,,,,QB,Matthew Stafford (25928114),Matthew Stafford,25928114,FLEX,6000,LAR@GB 12/19/2022 09:45PM ET,LAR,13.60
,,,,,,,K,Matt Gay (25928072),Matt Gay,25928072,CPT,6000,LAR@GB 12/19/2022 09:45PM ET,LAR,7
,,,,,,,RB,Kyren Williams (25928115),Kyren Williams,25928115,FLEX,5800,LAR@GB 12/19/2022 09:45PM ET,LAR,4.35
,,,,,,,WR,Randall Cobb (25928116),Randall Cobb,25928116,FLEX,5600,LAR@GB 12/19/2022 09:45PM ET,GB,7.43
,,,,,,,TE,Robert Tonyan (25928117),Robert Tonyan,25928117,FLEX,5400,LAR@GB 12/19/2022 09:45PM ET,GB,6.78
,,,,,,,WR,Ben Skowronek (25928118),Ben Skowronek,25928118,FLEX,5200,LAR@GB 12/19/2022 09:45PM ET,LAR,6.38
,,,,,,,DST,Rams  (25928073),Rams ,25928073,CPT,5100,LAR@GB 12/19/2022 09:45PM ET,LAR,5.31
,,,,,,,DST,Packers  (25928119),Packers ,25928119,FLEX,5000,LAR@GB 12/19/2022 09:45PM ET,GB,5.38
,,,,,,,WR,Sammy Watkins (25928074),Sammy Watkins,25928074,CPT,4500,LAR@GB 12/19/2022 09:45PM ET,GB,3.73
,,,,,,,WR,Tutu Atwell (25928120),Tutu Atwell,25928120,FLEX,4400,LAR@GB 12/19/2022 09:45PM ET,LAR,4.82
,,,,,,,K,Ramiz Ahmed (25928121),Ramiz Ahmed,25928121,FLEX,4200,LAR@GB 12/19/2022 09:45PM ET,GB,0
,,,,,,,K,Mason Crosby (25928122),Mason Crosby,25928122,FLEX,4200,LAR@GB 12/19/2022 09:45PM ET,GB,5.69
,,,,,,,K,Matt Gay (25928123),Matt Gay,25928123,FLEX,4000,LAR@GB 12/19/2022 09:45PM ET,LAR,7
,,,,,,,DST,Rams  (25928124),Rams ,25928124,FLEX,3400,LAR@GB 12/19/2022 09:45PM ET,LAR,5.31
,,,,,,,WR,Brandon Powell (25928075),Brandon Powell,25928075,CPT,3300,LAR@GB 12/19/2022 09:45PM ET,LAR,2.83
,,,,,,,WR,Sammy Watkins (25928125),Sammy Watkins,25928125,FLEX,3000,LAR@GB 12/19/2022 09:45PM ET,GB,3.73
,,,,,,,WR,Brandon Powell (25928126),Brandon Powell,25928126,FLEX,2200,LAR@GB 12/19/2022 09:45PM ET,LAR,2.83
,,,,,,,WR,Samori Toure (25928076),Samori Toure,25928076,CPT,2100,LAR@GB 12/19/2022 09:45PM ET,GB,2.74
,,,,,,,RB,Ronnie Rivers (25928077),Ronnie Rivers,25928077,CPT,1500,LAR@GB 12/19/2022 09:45PM ET,LAR,2
,,,,,,,WR,Samori Toure (25928127),Samori Toure,25928127,FLEX,1400,LAR@GB 12/19/2022 09:45PM ET,GB,2.74
,,,,,,,RB,Malcolm Brown (25928078),Malcolm Brown,25928078,CPT,1200,LAR@GB 12/19/2022 09:45PM ET,LAR,1.63
,,,,,,,RB,Ronnie Rivers (25928128),Ronnie Rivers,25928128,FLEX,1000,LAR@GB 12/19/2022 09:45PM ET,LAR,2
,,,,,,,RB,Malcolm Brown (25928129),Malcolm Brown,25928129,FLEX,800,LAR@GB 12/19/2022 09:45PM ET,LAR,1.63
,,,,,,,WR,Austin Trammell (25928079),Austin Trammell,25928079,CPT,600,LAR@GB 12/19/2022 09:45PM ET,LAR,1.65
,,,,,,,WR,Austin Trammell (25928130),Austin Trammell,25928130,FLEX,400,LAR@GB 12/19/2022 09:45PM ET,LAR,1.65
,,,,,,,WR,Jaquarii Roberson (25928080),Jaquarii Roberson,25928080,CPT,300,LAR@GB 12/19/2022 09:45PM ET,LAR,0
,,,,,,,TE,Josiah Deguara (25928081),Josiah Deguara,25928081,CPT,300,LAR@GB 12/19/2022 09:45PM ET,GB,1.66
,,,,,,,WR,Jeff Cotton Jr. (25928082),Jeff Cotton Jr.,25928082,CPT,300,LAR@GB 12/19/2022 09:45PM ET,GB,0
,,,,,,,TE,Marcedes Lewis (25928083),Marcedes Lewis,25928083,CPT,300,LAR@GB 12/19/2022 09:45PM ET,GB,1
,,,,,,,TE,Brycen Hopkins (25928084),Brycen Hopkins,25928084,CPT,300,LAR@GB 12/19/2022 09:45PM ET,LAR,0.61
,,,,,,,WR,Lance McCutcheon (25928085),Lance McCutcheon,25928085,CPT,300,LAR@GB 12/19/2022 09:45PM ET,LAR,0
,,,,,,,TE,Jared Pinkney (25928086),Jared Pinkney,25928086,CPT,300,LAR@GB 12/19/2022 09:45PM ET,LAR,0
,,,,,,,TE,Jacob Harris (25928087),Jacob Harris,25928087,CPT,300,LAR@GB 12/19/2022 09:45PM ET,LAR,0.23
,,,,,,,WR,Travis Fulgham (25928088),Travis Fulgham,25928088,CPT,300,LAR@GB 12/19/2022 09:45PM ET,GB,0
,,,,,,,TE,Jack Coco (25928089),Jack Coco,25928089,CPT,300,LAR@GB 12/19/2022 09:45PM ET,GB,0
,,,,,,,RB,Patrick Taylor (25928090),Patrick Taylor,25928090,CPT,300,LAR@GB 12/19/2022 09:45PM ET,GB,0.06
,,,,,,,TE,Tyler Davis (25928091),Tyler Davis,25928091,CPT,300,LAR@GB 12/19/2022 09:45PM ET,GB,0.51
,,,,,,,WR,Allen Robinson II (25928092),Allen Robinson II,25928092,CPT,300,LAR@GB 12/19/2022 09:45PM ET,LAR,8.49
,,,,,,,TE,Roger Carter Jr. (25928093),Roger Carter Jr.,25928093,CPT,300,LAR@GB 12/19/2022 09:45PM ET,LAR,0
,,,,,,,WR,J.J. Koski (25928094),J.J. Koski,25928094,CPT,300,LAR@GB 12/19/2022 09:45PM ET,LAR,0
,,,,,,,TE,Nick Guggemos (25928095),Nick Guggemos,25928095,CPT,300,LAR@GB 12/19/2022 09:45PM ET,GB,0
,,,,,,,WR,Cooper Kupp (25928096),Cooper Kupp,25928096,CPT,300,LAR@GB 12/19/2022 09:45PM ET,LAR,24.16
,,,,,,,WR,Juwann Winfree (25928097),Juwann Winfree,25928097,CPT,300,LAR@GB 12/19/2022 09:45PM ET,GB,0.9
,,,,,,,RB,Tyler Goodson (25928098),Tyler Goodson,25928098,CPT,300,LAR@GB 12/19/2022 09:45PM ET,GB,0
,,,,,,,WR,Jaquarii Roberson (25928134),Jaquarii Roberson,25928134,FLEX,200,LAR@GB 12/19/2022 09:45PM ET,LAR,0
,,,,,,,TE,Josiah Deguara (25928149),Josiah Deguara,25928149,FLEX,200,LAR@GB 12/19/2022 09:45PM ET,GB,1.66
,,,,,,,WR,Jeff Cotton Jr. (25928143),Jeff Cotton Jr.,25928143,FLEX,200,LAR@GB 12/19/2022 09:45PM ET,GB,0
,,,,,,,TE,Marcedes Lewis (25928142),Marcedes Lewis,25928142,FLEX,200,LAR@GB 12/19/2022 09:45PM ET,GB,1
,,,,,,,TE,Brycen Hopkins (25928131),Brycen Hopkins,25928131,FLEX,200,LAR@GB 12/19/2022 09:45PM ET,LAR,0.61
,,,,,,,WR,Lance McCutcheon (25928138),Lance McCutcheon,25928138,FLEX,200,LAR@GB 12/19/2022 09:45PM ET,LAR,0
,,,,,,,TE,Jared Pinkney (25928133),Jared Pinkney,25928133,FLEX,200,LAR@GB 12/19/2022 09:45PM ET,LAR,0
,,,,,,,TE,Jacob Harris (25928136),Jacob Harris,25928136,FLEX,200,LAR@GB 12/19/2022 09:45PM ET,LAR,0.23
,,,,,,,WR,Travis Fulgham (25928145),Travis Fulgham,25928145,FLEX,200,LAR@GB 12/19/2022 09:45PM ET,GB,0
,,,,,,,TE,Jack Coco (25928147),Jack Coco,25928147,FLEX,200,LAR@GB 12/19/2022 09:45PM ET,GB,0
,,,,,,,RB,Patrick Taylor (25928146),Patrick Taylor,25928146,FLEX,200,LAR@GB 12/19/2022 09:45PM ET,GB,0.06
,,,,,,,TE,Tyler Davis (25928140),Tyler Davis,25928140,FLEX,200,LAR@GB 12/19/2022 09:45PM ET,GB,0.51
,,,,,,,WR,Allen Robinson II (25928148),Allen Robinson II,25928148,FLEX,200,LAR@GB 12/19/2022 09:45PM ET,LAR,8.49
,,,,,,,TE,Roger Carter Jr. (25928144),Roger Carter Jr.,25928144,FLEX,200,LAR@GB 12/19/2022 09:45PM ET,LAR,0
,,,,,,,WR,J.J. Koski (25928132),J.J. Koski,25928132,FLEX,200,LAR@GB 12/19/2022 09:45PM ET,LAR,0
,,,,,,,TE,Nick Guggemos (25928141),Nick Guggemos,25928141,FLEX,200,LAR@GB 12/19/2022 09:45PM ET,GB,0
,,,,,,,WR,Cooper Kupp (25928139),Cooper Kupp,25928139,FLEX,200,LAR@GB 12/19/2022 09:45PM ET,LAR,24.16
,,,,,,,WR,Juwann Winfree (25928137),Juwann Winfree,25928137,FLEX,200,LAR@GB 12/19/2022 09:45PM ET,GB,0.9
,,,,,,,RB,Tyler Goodson (25928135),Tyler Goodson,25928135,FLEX,200,LAR@GB 12/19/2022 09:45PM ET,GB,0
