QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
,,,,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,,,,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,WR,Tyreek Hill (26009295),Tyreek Hill,26009295,WR/FLEX,9000,GB@MIA 12/25/2022 01:00PM ET,MIA,23.64
,,,,,,,,,,RB,Aaron Jones (26009227),Aaron Jones,26009227,RB/FLEX,7500,GB@MIA 12/25/2022 01:00PM ET,GB,16.86
,,,,,,,,,,WR,DeAndre Hopkins (26009297),DeAndre Hopkins,26009297,WR/FLEX,7500,TB@ARI 12/25/2022 08:20PM ET,ARI,19.66
,,,,,,,,,,WR,Jaylen Waddle (26009299),Jaylen Waddle,26009299,WR/FLEX,7200,GB@MIA 12/25/2022 01:00PM ET,MIA,16.53
,,,,,,,,,,QB,Tua Tagovailoa (26009204),Tua Tagovailoa,26009204,QB,7000,GB@MIA 12/25/2022 01:00PM ET,MIA,19.63
,,,,,,,,,,RB,James Conner (26009229),James Conner,26009229,RB/FLEX,7000,TB@ARI 12/25/2022 08:20PM ET,ARI,15.02
,,,,,,,,,,WR,Chris Godwin (26009301),Chris Godwin,26009301,WR/FLEX,6900,TB@ARI 12/25/2022 08:20PM ET,TB,15.08
,,,,,,,,,,WR,Mike Evans (26009303),Mike Evans,26009303,WR/FLEX,6200,TB@ARI 12/25/2022 08:20PM ET,TB,13.6
,,,,,,,,,,QB,Tom Brady (26009205),Tom Brady,26009205,QB,6100,TB@ARI 12/25/2022 08:20PM ET,TB,17.02
,,,,,,,,,,WR,Christian Watson (26009305),Christian Watson,26009305,WR/FLEX,6000,GB@MIA 12/25/2022 01:00PM ET,GB,12.77
,,,,,,,,,,WR,Jerry Jeudy (26009307),Jerry Jeudy,26009307,WR/FLEX,5900,DEN@LAR 12/25/2022 04:30PM ET,DEN,12.87
,,,,,,,,,,QB,Aaron Rodgers (26009206),Aaron Rodgers,26009206,QB,5900,GB@MIA 12/25/2022 01:00PM ET,GB,15.15
,,,,,,,,,,RB,Raheem Mostert (26009231),Raheem Mostert,26009231,RB/FLEX,5900,GB@MIA 12/25/2022 01:00PM ET,MIA,10.63
,,,,,,,,,,RB,Leonard Fournette (26009233),Leonard Fournette,26009233,RB/FLEX,5800,TB@ARI 12/25/2022 08:20PM ET,TB,14.98
,,,,,,,,,,RB,AJ Dillon (26009235),AJ Dillon,26009235,RB/FLEX,5700,GB@MIA 12/25/2022 01:00PM ET,GB,10.1
,,,,,,,,,,RB,Latavius Murray (26009237),Latavius Murray,26009237,RB/FLEX,5600,DEN@LAR 12/25/2022 04:30PM ET,DEN,12.02
,,,,,,,,,,QB,Russell Wilson (26009207),Russell Wilson,26009207,QB,5500,DEN@LAR 12/25/2022 04:30PM ET,DEN,15.07
,,,,,,,,,,WR,Allen Lazard (26009309),Allen Lazard,26009309,WR/FLEX,5500,GB@MIA 12/25/2022 01:00PM ET,GB,11.81
,,,,,,,,,,RB,Jeff Wilson Jr. (26009239),Jeff Wilson Jr.,26009239,RB/FLEX,5400,GB@MIA 12/25/2022 01:00PM ET,MIA,10.42
,,,,,,,,,,WR,Marquise Brown (26009311),Marquise Brown,26009311,WR/FLEX,5400,TB@ARI 12/25/2022 08:20PM ET,ARI,15.16
,,,,,,,,,,QB,Baker Mayfield (26009208),Baker Mayfield,26009208,QB,5300,DEN@LAR 12/25/2022 04:30PM ET,LAR,11.38
,,,,,,,,,,RB,Rachaad White (26009241),Rachaad White,26009241,RB/FLEX,5300,TB@ARI 12/25/2022 08:20PM ET,TB,8.46
,,,,,,,,,,RB,Cam Akers (26009243),Cam Akers,26009243,RB/FLEX,5200,DEN@LAR 12/25/2022 04:30PM ET,LAR,6.54
,,,,,,,,,,QB,Jordan Love (26009209),Jordan Love,26009209,QB,5200,GB@MIA 12/25/2022 01:00PM ET,GB,3.81
,,,,,,,,,,QB,Colt McCoy (26009210),Colt McCoy,26009210,QB,5200,TB@ARI 12/25/2022 08:20PM ET,ARI,8.95
,,,,,,,,,,QB,Brett Rypien (26009211),Brett Rypien,26009211,QB,5000,DEN@LAR 12/25/2022 04:30PM ET,DEN,7.41
,,,,,,,,,,WR,Courtland Sutton (26009313),Courtland Sutton,26009313,WR/FLEX,4900,DEN@LAR 12/25/2022 04:30PM ET,DEN,10.86
,,,,,,,,,,QB,Teddy Bridgewater (26009212),Teddy Bridgewater,26009212,QB,4800,GB@MIA 12/25/2022 01:00PM ET,MIA,8.74
,,,,,,,,,,QB,Trace McSorley (26009213),Trace McSorley,26009213,QB,4800,TB@ARI 12/25/2022 08:20PM ET,ARI,1.76
,,,,,,,,,,QB,John Wolford (26009215),John Wolford,26009215,QB,4700,DEN@LAR 12/25/2022 04:30PM ET,LAR,6.27
,,,,,,,,,,RB,Kyren Williams (26009245),Kyren Williams,26009245,RB/FLEX,4700,DEN@LAR 12/25/2022 04:30PM ET,LAR,3.83
,,,,,,,,,,QB,Skylar Thompson (26009216),Skylar Thompson,26009216,QB,4700,GB@MIA 12/25/2022 01:00PM ET,MIA,1.70
,,,,,,,,,,WR,Romeo Doubs (26009315),Romeo Doubs,26009315,WR/FLEX,4700,GB@MIA 12/25/2022 01:00PM ET,GB,9.1
,,,,,,,,,,QB,Blaine Gabbert (26009214),Blaine Gabbert,26009214,QB,4700,TB@ARI 12/25/2022 08:20PM ET,TB,0
,,,,,,,,,,RB,Marlon Mack (26009247),Marlon Mack,26009247,RB/FLEX,4600,DEN@LAR 12/25/2022 04:30PM ET,DEN,6.02
,,,,,,,,,,RB,Keaontay Ingram (26009249),Keaontay Ingram,26009249,RB/FLEX,4500,TB@ARI 12/25/2022 08:20PM ET,ARI,1.73
,,,,,,,,,,QB,Bryce Perkins (26009217),Bryce Perkins,26009217,QB,4400,DEN@LAR 12/25/2022 04:30PM ET,LAR,4.41
,,,,,,,,,,RB,Ronnie Rivers (26009251),Ronnie Rivers,26009251,RB/FLEX,4400,DEN@LAR 12/25/2022 04:30PM ET,LAR,1.67
,,,,,,,,,,WR,Rondale Moore (26009317),Rondale Moore,26009317,WR/FLEX,4400,TB@ARI 12/25/2022 08:20PM ET,ARI,10.99
,,,,,,,,,,WR,Randall Cobb (26009319),Randall Cobb,26009319,WR/FLEX,4200,GB@MIA 12/25/2022 01:00PM ET,GB,7.31
,,,,,,,,,,RB,Corey Clement (26009253),Corey Clement,26009253,RB/FLEX,4200,TB@ARI 12/25/2022 08:20PM ET,ARI,0.82
,,,,,,,,,,WR,Van Jefferson (26009321),Van Jefferson,26009321,WR/FLEX,4100,DEN@LAR 12/25/2022 04:30PM ET,LAR,6.78
,,,,,,,,,,TE,Tyler Higbee (26009411),Tyler Higbee,26009411,TE/FLEX,4100,DEN@LAR 12/25/2022 04:30PM ET,LAR,7.87
,,,,,,,,,,RB,Myles Gaskin (26009255),Myles Gaskin,26009255,RB/FLEX,4100,GB@MIA 12/25/2022 01:00PM ET,MIA,2.35
,,,,,,,,,,QB,Matthew Stafford (26009219),Matthew Stafford,26009219,QB,4000,DEN@LAR 12/25/2022 04:30PM ET,LAR,13.60
,,,,,,,,,,QB,Case Cookus (26009225),Case Cookus,26009225,QB,4000,DEN@LAR 12/25/2022 04:30PM ET,LAR,0
