QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
,,,,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,,,,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,WR,Justin Jefferson (25453810),Justin Jefferson,25453810,WR/FLEX,8200,NE@MIN 11/24/2022 08:20PM ET,MIN,23.35
,,,,,,,,,,QB,Josh Allen (25453723),Josh Allen,25453723,QB,8000,BUF@DET 11/24/2022 12:30PM ET,BUF,27.55
,,,,,,,,,,WR,Stefon Diggs (25453812),Stefon Diggs,25453812,WR/FLEX,8000,BUF@DET 11/24/2022 12:30PM ET,BUF,24.53
,,,,,,,,,,RB,Saquon Barkley (25453742),Saquon Barkley,25453742,RB/FLEX,8000,NYG@DAL 11/24/2022 04:30PM ET,NYG,19.73
,,,,,,,,,,RB,Dalvin Cook (25453744),Dalvin Cook,25453744,RB/FLEX,7400,NE@MIN 11/24/2022 08:20PM ET,MIN,16.35
,,,,,,,,,,WR,CeeDee Lamb (25453814),CeeDee Lamb,25453814,WR/FLEX,7100,NYG@DAL 11/24/2022 04:30PM ET,DAL,16.73
,,,,,,,,,,WR,Amon-Ra St. Brown (25453816),Amon-Ra St. Brown,25453816,WR/FLEX,6600,BUF@DET 11/24/2022 12:30PM ET,DET,16.31
,,,,,,,,,,RB,Tony Pollard (25453746),Tony Pollard,25453746,RB/FLEX,6600,NYG@DAL 11/24/2022 04:30PM ET,DAL,17.54
,,,,,,,,,,RB,Rhamondre Stevenson (25453748),Rhamondre Stevenson,25453748,RB/FLEX,6400,NE@MIN 11/24/2022 08:20PM ET,NE,16.67
,,,,,,,,,,QB,Dak Prescott (25453724),Dak Prescott,25453724,QB,6200,NYG@DAL 11/24/2022 04:30PM ET,DAL,17.20
,,,,,,,,,,RB,Jamaal Williams (25453750),Jamaal Williams,25453750,RB/FLEX,5900,BUF@DET 11/24/2022 12:30PM ET,DET,15.75
,,,,,,,,,,RB,Ezekiel Elliott (25453752),Ezekiel Elliott,25453752,RB/FLEX,5800,NYG@DAL 11/24/2022 04:30PM ET,DAL,11.9
,,,,,,,,,,RB,Devin Singletary (25453754),Devin Singletary,25453754,RB/FLEX,5700,BUF@DET 11/24/2022 12:30PM ET,BUF,12.18
,,,,,,,,,,RB,D'Andre Swift (25453756),D'Andre Swift,25453756,RB/FLEX,5600,BUF@DET 11/24/2022 12:30PM ET,DET,13.79
,,,,,,,,,,QB,Kirk Cousins (25453725),Kirk Cousins,25453725,QB,5600,NE@MIN 11/24/2022 08:20PM ET,MIN,16.84
,,,,,,,,,,QB,Daniel Jones (25453726),Daniel Jones,25453726,QB,5500,NYG@DAL 11/24/2022 04:30PM ET,NYG,18.32
,,,,,,,,,,RB,Damien Harris (25453758),Damien Harris,25453758,RB/FLEX,5500,NE@MIN 11/24/2022 08:20PM ET,NE,9.4
,,,,,,,,,,WR,Gabe Davis (25453818),Gabe Davis,25453818,WR/FLEX,5300,BUF@DET 11/24/2022 12:30PM ET,BUF,13.69
,,,,,,,,,,QB,Jared Goff (25453727),Jared Goff,25453727,QB,5200,BUF@DET 11/24/2022 12:30PM ET,DET,16.34
,,,,,,,,,,QB,Mac Jones (25453728),Mac Jones,25453728,QB,5100,NE@MIN 11/24/2022 08:20PM ET,NE,11.51
,,,,,,,,,,WR,Jakobi Meyers (25453820),Jakobi Meyers,25453820,WR/FLEX,5100,NE@MIN 11/24/2022 08:20PM ET,NE,14.48
,,,,,,,,,,QB,Case Keenum (25453729),Case Keenum,25453729,QB,5000,BUF@DET 11/24/2022 12:30PM ET,BUF,0.16
,,,,,,,,,,WR,Darius Slayton (25453822),Darius Slayton,25453822,WR/FLEX,5000,NYG@DAL 11/24/2022 04:30PM ET,NYG,8.59
,,,,,,,,,,TE,T.J. Hockenson (25453942),T.J. Hockenson,25453942,TE/FLEX,5000,NE@MIN 11/24/2022 08:20PM ET,MIN,12.44
,,,,,,,,,,QB,Cooper Rush (25453731),Cooper Rush,25453731,QB,4900,NYG@DAL 11/24/2022 04:30PM ET,DAL,8.52
,,,,,,,,,,QB,Bailey Zappe (25453730),Bailey Zappe,25453730,QB,4900,NE@MIN 11/24/2022 08:20PM ET,NE,12.16
,,,,,,,,,,WR,Adam Thielen (25453824),Adam Thielen,25453824,WR/FLEX,4900,NE@MIN 11/24/2022 08:20PM ET,MIN,10.82
,,,,,,,,,,WR,Wan'Dale Robinson (25453826),Wan'Dale Robinson,25453826,WR/FLEX,4800,NYG@DAL 11/24/2022 04:30PM ET,NYG,9.1
,,,,,,,,,,QB,Nick Mullens (25453732),Nick Mullens,25453732,QB,4800,NE@MIN 11/24/2022 08:20PM ET,MIN,1.02
,,,,,,,,,,RB,Alexander Mattison (25453760),Alexander Mattison,25453760,RB/FLEX,4800,NE@MIN 11/24/2022 08:20PM ET,MIN,5.13
,,,,,,,,,,QB,Nate Sudfeld (25453733),Nate Sudfeld,25453733,QB,4700,BUF@DET 11/24/2022 12:30PM ET,DET,0
,,,,,,,,,,WR,Jameson Williams (25453828),Jameson Williams,25453828,WR/FLEX,4700,BUF@DET 11/24/2022 12:30PM ET,DET,0
,,,,,,,,,,QB,Tyrod Taylor (25453734),Tyrod Taylor,25453734,QB,4600,NYG@DAL 11/24/2022 04:30PM ET,NYG,2.44
,,,,,,,,,,WR,Michael Gallup (25453830),Michael Gallup,25453830,WR/FLEX,4600,NYG@DAL 11/24/2022 04:30PM ET,DAL,6.59
,,,,,,,,,,RB,Nyheim Hines (25453762),Nyheim Hines,25453762,RB/FLEX,4500,BUF@DET 11/24/2022 12:30PM ET,BUF,5.45
,,,,,,,,,,RB,James Cook (25453764),James Cook,25453764,RB/FLEX,4400,BUF@DET 11/24/2022 12:30PM ET,BUF,4.71
,,,,,,,,,,RB,Matt Breida (25453766),Matt Breida,25453766,RB/FLEX,4300,NYG@DAL 11/24/2022 04:30PM ET,NYG,3.06
,,,,,,,,,,WR,Josh Reynolds (25453832),Josh Reynolds,25453832,WR/FLEX,4200,BUF@DET 11/24/2022 12:30PM ET,DET,10.53
,,,,,,,,,,RB,Malik Davis (25453768),Malik Davis,25453768,RB/FLEX,4200,NYG@DAL 11/24/2022 04:30PM ET,DAL,3.08
,,,,,,,,,,RB,Justin Jackson (25453770),Justin Jackson,25453770,RB/FLEX,4100,BUF@DET 11/24/2022 12:30PM ET,DET,2.65
,,,,,,,,,,WR,Kalif Raymond (25453834),Kalif Raymond,25453834,WR/FLEX,4100,BUF@DET 11/24/2022 12:30PM ET,DET,6.15
,,,,,,,,,,QB,Tim Boyle (25453740),Tim Boyle,25453740,QB,4000,BUF@DET 11/24/2022 12:30PM ET,DET,0
,,,,,,,,,,QB,Matt Barkley (25453741),Matt Barkley,25453741,QB,4000,BUF@DET 11/24/2022 12:30PM ET,BUF,0
,,,,,,,,,,RB,Craig Reynolds (25453796),Craig Reynolds,25453796,RB/FLEX,4000,BUF@DET 11/24/2022 12:30PM ET,DET,3.85
,,,,,,,,,,RB,Greg Bell (25453798),Greg Bell,25453798,RB/FLEX,4000,BUF@DET 11/24/2022 12:30PM ET,DET,0
