CPT,FLEX,FLEX,FLEX,FLEX,FLEX,,Instructions
,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,WR,Cedrick Wilson Jr. (25778125),Cedrick Wilson Jr.,25778125,CPT,300,MIA@LAC 12/11/2022 09:50PM ET,MIA,1.76
,,,,,,,TE,Cethan Carter (25778126),Cethan Carter,25778126,CPT,300,MIA@LAC 12/11/2022 09:50PM ET,MIA,0
,,,,,,,WR,Jalen Guyton (25778127),Jalen Guyton,25778127,CPT,300,MIA@LAC 12/11/2022 09:50PM ET,LAC,2.8
,,,,,,,RB,La'Mical Perine (25778128),La'Mical Perine,25778128,CPT,300,MIA@LAC 12/11/2022 09:50PM ET,MIA,0
,,,,,,,WR,Joe Reed (25778129),Joe Reed,25778129,CPT,300,MIA@LAC 12/11/2022 09:50PM ET,LAC,0
,,,,,,,RB,Zander Horvath (25778130),Zander Horvath,25778130,CPT,300,MIA@LAC 12/11/2022 09:50PM ET,LAC,1.55
,,,,,,,RB,Isaiah Spiller (25778131),Isaiah Spiller,25778131,CPT,300,MIA@LAC 12/11/2022 09:50PM ET,LAC,1.68
,,,,,,,WR,Freddie Swain (25778132),Freddie Swain,25778132,CPT,300,MIA@LAC 12/11/2022 09:50PM ET,MIA,0
,,,,,,,RB,John Lovett (25778133),John Lovett,25778133,CPT,300,MIA@LAC 12/11/2022 09:50PM ET,MIA,0
,,,,,,,WR,John Hightower (25778134),John Hightower,25778134,CPT,300,MIA@LAC 12/11/2022 09:50PM ET,LAC,0
,,,,,,,RB,Jake Bargas (25778135),Jake Bargas,25778135,CPT,300,MIA@LAC 12/11/2022 09:50PM ET,MIA,0
,,,,,,,TE,Tanner Conner (25778136),Tanner Conner,25778136,CPT,300,MIA@LAC 12/11/2022 09:50PM ET,MIA,0
,,,,,,,WR,Jason Moore Jr. (25778137),Jason Moore Jr.,25778137,CPT,300,MIA@LAC 12/11/2022 09:50PM ET,LAC,0.25
,,,,,,,WR,Erik Ezukanma (25778138),Erik Ezukanma,25778138,CPT,300,MIA@LAC 12/11/2022 09:50PM ET,MIA,0
,,,,,,,WR,Keelan Doss (25778139),Keelan Doss,25778139,CPT,300,MIA@LAC 12/11/2022 09:50PM ET,LAC,0
,,,,,,,WR,Braylon Sanders (25778140),Braylon Sanders,25778140,CPT,300,MIA@LAC 12/11/2022 09:50PM ET,MIA,2.7
,,,,,,,RB,Sony Michel (25778141),Sony Michel,25778141,CPT,300,MIA@LAC 12/11/2022 09:50PM ET,LAC,2.49
,,,,,,,RB,Larry Rountree III (25778142),Larry Rountree III,25778142,CPT,300,MIA@LAC 12/11/2022 09:50PM ET,LAC,0
,,,,,,,RB,Salvon Ahmed (25778176),Salvon Ahmed,25778176,FLEX,200,MIA@LAC 12/11/2022 09:50PM ET,MIA,0.19
,,,,,,,TE,Hunter Kampmoyer (25778196),Hunter Kampmoyer,25778196,FLEX,200,MIA@LAC 12/11/2022 09:50PM ET,LAC,0
,,,,,,,TE,Adam Shaheen (25778183),Adam Shaheen,25778183,FLEX,200,MIA@LAC 12/11/2022 09:50PM ET,MIA,0
,,,,,,,TE,Richard Rodgers (25778190),Richard Rodgers,25778190,FLEX,200,MIA@LAC 12/11/2022 09:50PM ET,LAC,0.14
,,,,,,,TE,Donald Parham Jr. (25778188),Donald Parham Jr.,25778188,FLEX,200,MIA@LAC 12/11/2022 09:50PM ET,LAC,4.15
,,,,,,,TE,Hunter Long (25778181),Hunter Long,25778181,FLEX,200,MIA@LAC 12/11/2022 09:50PM ET,MIA,0
,,,,,,,WR,Cedrick Wilson Jr. (25778186),Cedrick Wilson Jr.,25778186,FLEX,200,MIA@LAC 12/11/2022 09:50PM ET,MIA,1.76
,,,,,,,TE,Cethan Carter (25778191),Cethan Carter,25778191,FLEX,200,MIA@LAC 12/11/2022 09:50PM ET,MIA,0
,,,,,,,WR,Jalen Guyton (25778195),Jalen Guyton,25778195,FLEX,200,MIA@LAC 12/11/2022 09:50PM ET,LAC,2.8
,,,,,,,RB,La'Mical Perine (25778193),La'Mical Perine,25778193,FLEX,200,MIA@LAC 12/11/2022 09:50PM ET,MIA,0
,,,,,,,WR,Joe Reed (25778184),Joe Reed,25778184,FLEX,200,MIA@LAC 12/11/2022 09:50PM ET,LAC,0
,,,,,,,RB,Zander Horvath (25778182),Zander Horvath,25778182,FLEX,200,MIA@LAC 12/11/2022 09:50PM ET,LAC,1.55
,,,,,,,RB,Isaiah Spiller (25778194),Isaiah Spiller,25778194,FLEX,200,MIA@LAC 12/11/2022 09:50PM ET,LAC,1.68
,,,,,,,WR,Freddie Swain (25778189),Freddie Swain,25778189,FLEX,200,MIA@LAC 12/11/2022 09:50PM ET,MIA,0
,,,,,,,RB,John Lovett (25778197),John Lovett,25778197,FLEX,200,MIA@LAC 12/11/2022 09:50PM ET,MIA,0
,,,,,,,WR,John Hightower (25778174),John Hightower,25778174,FLEX,200,MIA@LAC 12/11/2022 09:50PM ET,LAC,0
,,,,,,,RB,Jake Bargas (25778178),Jake Bargas,25778178,FLEX,200,MIA@LAC 12/11/2022 09:50PM ET,MIA,0
,,,,,,,TE,Tanner Conner (25778177),Tanner Conner,25778177,FLEX,200,MIA@LAC 12/11/2022 09:50PM ET,MIA,0
,,,,,,,WR,Jason Moore Jr. (25778179),Jason Moore Jr.,25778179,FLEX,200,MIA@LAC 12/11/2022 09:50PM ET,LAC,0.25
,,,,,,,WR,Erik Ezukanma (25778187),Erik Ezukanma,25778187,FLEX,200,MIA@LAC 12/11/2022 09:50PM ET,MIA,0
,,,,,,,WR,Keelan Doss (25778185),Keelan Doss,25778185,FLEX,200,MIA@LAC 12/11/2022 09:50PM ET,LAC,0
,,,,,,,WR,Braylon Sanders (25778180),Braylon Sanders,25778180,FLEX,200,MIA@LAC 12/11/2022 09:50PM ET,MIA,2.7
,,,,,,,RB,Sony Michel (25778192),Sony Michel,25778192,FLEX,200,MIA@LAC 12/11/2022 09:50PM ET,LAC,2.49
,,,,,,,RB,Larry Rountree III (25778175),Larry Rountree III,25778175,FLEX,200,MIA@LAC 12/11/2022 09:50PM ET,LAC,0
