Player,Position,Injuries,Practice Status,Game Status
Damien Harris,RB,,Limited Participation in Practice,
Jonnu Smith,TE,Shoulder,Limited Participation in Practice,Questionable
Kyle Dugger,S,Ankle,Limited Participation in Practice,Questionable
N'Keal Harry,WR,Knee,Limited Participation in Practice,Questionable
Josh Uche,LB,,Limited Participation in Practice,
Ja'Whaun Bentley,LB,Ribs,Limited Participation in Practice,Questionable
Dont'a Hightower,LB,Ankle,Limited Participation in Practice,Questionable
Gunner Olszewski,WR,,Limited Participation in Practice,
Kyle Van Noy,LB,Groin,Limited Participation in Practice,Questionable
Brandon Bolden,RB,Hip,Limited Participation in Practice,Questionable
Shaq Mason,G,Abdomen,Limited Participation in Practice,Questionable
Nick Folk,K,left Knee,Limited Participation in Practice,Questionable
Jalen Mills,CB,Forearm,Limited Participation in Practice,Questionable
Deatrich Wise,DE,Illness,Limited Participation in Practice,Questionable
Jake Bailey,P,right Knee,Limited Participation in Practice,Questionable
Trent Brown,T,Calf,Limited Participation in Practice,Questionable
Falcons,,,,
Player,Position,Injuries,Practice Status,Game Status
Lee Smith,TE,,Full Participation in Practice,
Kendall Sheffield,CB,Hamstring,Did Not Participate In Practice,Out
Daren Bates,LB,Groin,Did Not Participate In Practice,Out
Hayden Hurst,TE,Ankle,Did Not Participate In Practice,Out
Jonathan Bullard,DE,,Full Participation in Practice,
Jaylinn Hawkins,S,Ankle,Limited Participation in Practice,Questionable
Cordarrelle Patterson,RB,Ankle,Limited Participation in Practice,Questionable
"SUNDAY, NOVEMBER 21ST",,,,
?,,,,
1:00 PM,,,,
EST,,,,
CBS,,,,
,,,,
,,,,
Ravens,,,,
(6-3),,,,
@,,,,
,,,,
Bears,,,,
(3-6),,,,
Ravens,,,,
Player,Position,Injuries,Practice Status,Game Status
Jimmy Smith,CB,"Hip, Neck",Limited Participation in Practice,Questionable
Latavius Murray,RB,Ankle,Limited Participation in Practice,Questionable
Rashod Bateman,WR,,Full Participation in Practice,
Marquise Brown,WR,Thigh,Limited Participation in Practice,Questionable
Lamar Jackson,QB,,Full Participation in Practice,
Anthony Averett,CB,Thigh,Did Not Participate In Practice,Questionable
Patrick Mekari,T,Ankle,Limited Participation in Practice,Questionable
Justin Houston,LB,,Did Not Participate In Practice,
Pernell McPhee,LB,Knee,Did Not Participate In Practice,Out
Cedric Ogbuehi,T,Thigh,Did Not Participate In Practice,Questionable
Kristian Welch,LB,Foot,Did Not Participate In Practice,Questionable
Brandon Williams,DT,Shoulder,Did Not Participate In Practice,Out
Bradley Bozeman,C,,Full Participation in Practice,
Tavon Young,CB,Foot,Limited Participation in Practice,Questionable
Alejandro Villanueva,T,,Did Not Participate In Practice,
Nick Boyle,TE,Knee,Full Participation in Practice,Questionable
Calais Campbell,DE,,Did Not Participate In Practice,
Miles Boykin,WR,Finger,Did Not Participate In Practice,Out
Devin Duvernay,WR,Knee,Limited Participation in Practice,Questionable
Bears,,,,
Player,Position,Injuries,Practice Status,Game Status
Akiem Hicks,DT,Ankle,Did Not Participate In Practice,Out
J.P. Holtz,TE,,Full Participation in Practice,
Alec Ogletree,LB,,Full Participation in Practice,
Khalil Mack,LB,,Did Not Participate In Practice,
Allen Robinson,WR,Hamstring,Did Not Participate In Practice,Doubtful
Darnell Mooney,WR,,Limited Participation in Practice,
Cairo Santos,K,,Full Participation in Practice,
Damien Williams,RB,,Full Participation in Practice,
Jimmy Graham,TE,,Full Participation in Practice,
Eddie Jackson,S,Hamstring,Limited Participation in Practice,Questionable
Danny Trevathan,LB,,Did Not Participate In Practice,
Elijah Wilkinson,T,Back,Limited Participation in Practice,Questionable
?,,,,
1:00 PM,,,,
EST,,,,
FOX,,,,
,,,,
,,,,
49ers,,,,
(4-5),,,,
@,,,,
,,,,
Jaguars,,,,
(2-7),,,,
49ers,,,,
Player,Position,Injuries,Practice Status,Game Status
Maurice Hurst,DT,Calf,Did Not Participate In Practice,Out
Jaylon Moore,T,,Full Participation in Practice,
Josh Norman,CB,,Full Participation in Practice,
JaMycal Hasty,RB,Ankle,Did Not Participate In Practice,Out
Deebo Samuel,WR,,Full Participation in Practice,
Eli Mitchell,RB,"Rib, Finger",Did Not Participate In Practice,Doubtful
Trent Williams,T,,Full Participation in Practice,
Jaguars,,,,
Player,Position,Injuries,Practice Status,Game Status
Malcom Brown,DT,,Limited Participation in Practice,
James Robinson,RB,"Heel, Knee",Limited Participation in Practice,Questionable
Carlos Hyde,RB,,Full Participation in Practice,
Logan Cooke,P,,Full Participation in Practice,
Jordan Smith,LB,,Full Participation in Practice,
Dakota Allen,LB,Shoulder,Limited Participation in Practice,Out
Myles Jack,LB,,Full Participation in Practice,
Rayshawn Jenkins,S,,Full Participation in Practice,
?,,,,
1:00 PM,,,,
EST,,,,
FOX,,,,
,,,,
,,,,
Saints,,,,
(5-4),,,,
@,,,,
,,,,
Eagles,,,,
(4-6),,,,
Saints,,,,
Player,Position,Injuries,Practice Status,Game Status
Malcolm Roach,DT,Knee,Did Not Participate In Practice,Out
Tanoh Kpassagnon,DE,Ankle,Did Not Participate In Practice,Out
Ryan Ramczyk,T,Knee,Did Not Participate In Practice,Out
Alvin Kamara,RB,Knee,Did Not Participate In Practice,Out
Ty Montgomery,WR,Hand,Did Not Participate In Practice,Out
Terron Armstead,T,"Knee, Shoulder",Did Not Participate In Practice,Out
Taysom Hill,QB,Foot,Limited Participation in Practice,Questionable
Eagles,,,,
Player,Position,Injuries,Practice Status,Game Status
Fletcher Cox,DT,,Full Participation in Practice,
Javon Hargrave,DT,,Full Participation in Practice,
Derek Barnett,DE,Neck,Did Not Participate In Practice,Questionable
Dallas Goedert,TE,,Full Participation in Practice,
DeVonta Smith,WR,,Full Participation in Practice,
Davion Taylor,LB,Knee,Full Participation in Practice,Questionable
Jason Kelce,C,,Full Participation in Practice,
Jack Anderson,G,Hamstring,Did Not Participate In Practice,Out
Shaun Bradley,LB,,Full Participation in Practice,
Jordan Howard,RB,,Full Participation in Practice,
Lane Johnson,T,,Full Participation in Practice,
Rodney McLeod,S,,Full Participation in Practice,
?,,,,
1:00 PM,,,,
EST,,,,
CBS,,,,
,,,,
,,,,
Dolphins,,,,
(3-7),,,,
@,,,,
,,,,
Jets,,,,
(2-7),,,,
Dolphins,,,,
Player,Position,Injuries,Practice Status,Game Status
Elijah Campbell,CB,,Full Participation in Practice,
Tua Tagovailoa,QB,,Full Participation in Practice,
Christian Wilkins,DT,Quadricep,Limited Participation in Practice,Questionable
Brandon Jones,S,,Full Participation in Practice,
Adam Shaheen,TE,,Full Participation in Practice,
Andrew Van Ginkel,LB,Back,Limited Participation in Practice,Questionable
Jerome Baker,LB,,Full Participation in Practice,
Jacoby Brissett,QB,,Full Participation in Practice,
Robert Jones,G,,Full Participation in Practice,
Jets,,,,
Player,Position,Injuries,Practice Status,Game Status
Shaq Lawson,DE,,Did Not Participate In Practice,
Nathan Shepherd,DT,Knee,Limited Participation in Practice,Questionable
Alijah Vera- Tucker,G,Toe,Limited Participation in Practice,Questionable
Zach Wilson,QB,Knee,Limited Participation in Practice,Doubtful
?,,,,
1:00 PM,,,,
EST,,,,
FOX,,,,
,,,,
,,,,
Packers,,,,
(8-2),,,,
@,,,,
,,,,
Vikings,,,,
(4-5),,,,
Packers,,,,
Player,Position,Injuries,Practice Status,Game Status
Kingsley Keke,DE,Concussion,Full Participation in Practice,Questionable
Kevin King,CB,,Limited Participation in Practice,
Dominique Dafney,TE,,Full Participation in Practice,
Marcedes Lewis,TE,,Full Participation in Practice,
Malik Taylor,WR,Abdomen,Did Not Participate In Practice,Out
Marquez Valdes-Scantling,WR,,Limited Participation in Practice,
Allen Lazard,WR,Shoulder,Did Not Participate In Practice,Doubtful
Equanimeous St. Brown,WR,,Full Participation in Practice,
Eric Stokes,CB,,Full Participation in Practice,
Rashan Gary,LB,Elbow,Limited Participation in Practice,Questionable
Aaron Jones,RB,Knee,Did Not Participate In Practice,Out
Darnell Savage,S,,Limited Participation in Practice,
David Bakhtiari,T,Knee,Did Not Participate In Practice,Out
Davante Adams,WR,,Full Participation in Practice,
Aaron Rodgers,QB,,Limited Participation in Practice,
Vikings,,,,
Player,Position,Injuries,Practice Status,Game Status
Anthony Barr,LB,,Limited Participation in Practice,
Ryan Connelly,LB,,Full Participation in Practice,
Brian O'Neill,T,,Did Not Participate In Practice,
Adam Thielen,WR,,Full Participation in Practice,
Mackensie Alexander,CB,,Did Not Participate In Practice,
Garrett Bradbury,C,,Limited Participation in Practice,
Blake Lynch,LB,,Full Participation in Practice,
D.J. Wonnum,DE,,Did Not Participate In Practice,
Bashaud Breeland,CB,Groin,Limited Participation in Practice,Questionable
Chris Herndon,TE,,Did Not Participate In Practice,
Wyatt Davis,G,Ankle,Did Not Participate In Practice,Out
Harrison Smith,S,,Limited Participation in Practice,
?,,,,
1:00 PM,,,,
EST,,,,
CBS,,,,
,,,,
,,,,
Colts,,,,
(5-5),,,,
@,,,,
,,,,
Bills,,,,
(6-3),,,,
Colts,,,,
Player,Position,Injuries,Practice Status,Game Status
T.J. Carrie,CB,,Full Participation in Practice,
Quenton Nelson,G,,Full Participation in Practice,
Braden Smith,T,,Full Participation in Practice,
Anthony Chesley,CB,,Full Participation in Practice,
Xavier Rhodes,CB,,Full Participation in Practice,
Jack Doyle,TE,,Full Participation in Practice,
Darius Leonard,LB,"Ankle, Hand",Limited Participation in Practice,Questionable
E.J. Speed,LB,,Full Participation in Practice,
Eric Fisher,T,,Full Participation in Practice,
Dayo Odeyingbo,DE,,Full Participation in Practice,
DeForest Buckner,DT,,Full Participation in Practice,
Bills,,,,
Player,Position,Injuries,Practice Status,Game Status
Tremaine Edmunds,LB,Hamstring,Limited Participation in Practice,Questionable
Taiwan Jones,RB,,Did Not Participate In Practice,
Jerry Hughes,DE,,Did Not Participate In Practice,
Matt Milano,LB,,Limited Participation in Practice,
Cole Beasley,WR,,Limited Participation in Practice,
Emmanuel Sanders,WR,,Did Not Participate In Practice,
Stefon Diggs,WR,,Did Not Participate In Practice,
?,,,,
1:00 PM,,,,
EST,,,,
FOX,,,,
,,,,
,,,,
Lions,,,,
(0-8-1),,,,
@,,,,
,,,,
Browns,,,,
(5-5),,,,
Lions,,,,
Player,Position,Injuries,Practice Status,Game Status
Jerry Jacobs,CB,,Full Participation in Practice,
Austin Bryant,LB,,Full Participation in Practice,
Trey Flowers,LB,Knee,Did Not Participate In Practice,Out
Matt Nelson,T,Ankle,Did Not Participate In Practice,Out
Trinity Benson,WR,Knee,Limited Participation in Practice,Questionable
Tracy Walker III,S,Concussion,Full Participation in Practice,Questionable
Taylor Decker,T,Elbow,Limited Participation in Practice,Questionable
Mark Gilbert,CB,,Full Participation in Practice,
Jermar Jefferson,RB,"Knee, Ankle",Did Not Participate In Practice,Out
D'Andre Swift,RB,,Full Participation in Practice,
Jamaal Williams,RB,Thigh,Limited Participation in Practice,Questionable
Jared Goff,QB,Oblique,Did Not Participate In Practice,Doubtful
Browns,,,,
