Player,Position,Injuries,Practice Status,Game Status
Tarell Basham,DE,,Full Participation in Practice,
Malik Turner,WR,Illness,Did Not Participate In Practice,Questionable
Ced Wilson,WR,Ankle,Did Not Participate In Practice,Out
Amari Cooper,WR,Reserve/COVID activation,Limited Participation in Practice,Questionable
CeeDee Lamb,WR,,Full Participation in Practice,
Ezekiel Elliott,RB,,Full Participation in Practice,
Saints,,,,
Player,Position,Injuries,Practice Status,Game Status
Kaden Elliss,LB,Hamstring,Did Not Participate In Practice,Out
Paulson Adebo,CB,,Full Participation in Practice,
Andrew Dowell,LB,,Full Participation in Practice,
Tanoh Kpassagnon,DE,Ankle,Did Not Participate In Practice,Out
Ryan Ramczyk,T,Knee,Did Not Participate In Practice,Questionable
Marcus Davenport,DE,Shoulder,Did Not Participate In Practice,Out
Alvin Kamara,RB,Knee,Limited Participation in Practice,Questionable
Mark Ingram,RB,,Full Participation in Practice,
Terron Armstead,T,Knee,Did Not Participate In Practice,Questionable
Taysom Hill,QB,,Full Participation in Practice,
"SUNDAY, DECEMBER 5TH",,,,
?,,,,
1:00 PM,,,,
EST,,,,
CBS,,,,
,,,,
,,,,
Colts,,,,
(6-6),,,,
@,,,,
,,,,
Texans,,,,
(2-9),,,,
Colts,,,,
Player,Position,Injuries,Practice Status,Game Status
Quenton Nelson,G,,Full Participation in Practice,
Jack Doyle,TE,Knee,Full Participation in Practice,Questionable
Darius Leonard,LB,,Full Participation in Practice,
Andrew Sendejo,S,Calf,Full Participation in Practice,Questionable
Eric Fisher,T,,Full Participation in Practice,
DeForest Buckner,DT,"Knee, Foot",Full Participation in Practice,Questionable
Ryan Kelly,C,,Full Participation in Practice,
Rock Ya-Sin,CB,,Full Participation in Practice,
Texans,,,,
Player,Position,Injuries,Practice Status,Game Status
Jake Martin,DE,,Full Participation in Practice,
Terrance Mitchell,CB,,Full Participation in Practice,
Terrence Brooks,S,Hamstring,Did Not Participate In Practice,Out
David Johnson,RB,"Illness, Thigh",Did Not Participate In Practice,Questionable
DeMarcus Walker,DE,Hamstring,Did Not Participate In Practice,Out
Chris Conley,WR,Illness,Limited Participation in Practice,Questionable
